transId	transStatus	userId	transactionTime	appId	transType	amount	pmcId
20211118-8191915785535770921	1	34190	2021-11-18 15:42:15.894	71	3	1625043	2
20211118-77928571243226395	0	12414	2021-11-18 09:24:47.646	107	3	4201626	2
20211118-1919470099625637185	1	17413	2021-11-18 21:25:18.904	4	4	2102125	4
20211118-2576198512777547126	0	9550	2021-11-18 17:23:08.184	2	2	61380	1
20211118--4203687603575700851	0	5611	2021-11-18 07:20:13.368	4	4	453744	1
20211118-8202924975714648634	0	2517	2021-11-18 07:51:14.709	13	3	2663210	2
20211118-9065361698264399034	1	16365	2021-11-18 12:19:47.407	5	5	5829650	3
20211118-477261221635341793	1	29370	2021-11-18 00:30:25.162	5	5	5390735	4
20211118--986662013752942777	1	29848	2021-11-18 11:47:58.940	1	1	2200164	2
20211118-8726000713771253958	0	31306	2021-11-18 17:21:16.976	5	5	7338454	3
20211118--1245746453399717908	1	23991	2021-11-18 20:52:46.914	1	1	607407	2
20211118-5123989221001874385	0	37151	2021-11-18 23:36:41.294	5	5	9065042	4
20211118-7238318930891150807	1	22708	2021-11-18 00:10:06.472	2	2	944639	3
20211118--7197029941441824374	0	1161	2021-11-18 20:34:33.277	2	2	4875975	4
20211118--1600666590417150851	-1	38190	2021-11-18 20:13:19.991	5	5	2844681	1
20211118-7747023312432899389	1	1851	2021-11-18 02:36:18.185	5	5	2505467	3
20211118--1478925938986882910	0	12803	2021-11-18 00:24:19.800	5	5	6189483	2
20211118--587724116211104280	1	32232	2021-11-18 14:33:54.652	48	3	490412	3
20211118-8077784005581822922	1	32906	2021-11-18 19:53:32.019	4	4	9581850	3
20211118--1111362233806912287	0	25510	2021-11-18 09:33:17.198	43	3	9232397	4
20211118-8035572787024118740	1	5223	2021-11-18 18:24:07.789	1	1	5989851	2
20211118--7963140743234584553	1	20314	2021-11-18 03:22:55.404	109	3	8222376	2
20211118--5928851476769835019	1	38756	2021-11-18 21:42:30.602	4	4	1130691	3
20211118--3811254562116546409	0	275	2021-11-18 13:09:23.615	4	4	135626	2
20211118--79280607017540550	-1	37022	2021-11-18 09:26:10.409	70	3	6319702	1
20211118-8086664995141584429	0	33778	2021-11-18 23:01:04.906	5	5	5769020	2
20211118--5101466065753442058	0	17670	2021-11-18 14:09:32.496	2	2	1437954	2
20211118-8989786816717847736	-1	7963	2021-11-18 17:03:42.233	1	1	3465549	1
20211118-1795459517952528736	0	18983	2021-11-18 11:56:57.803	40	3	8724980	2
20211118--7657632398176920097	-1	19189	2021-11-18 20:56:33.194	5	5	1570504	2
20211118--1022571475244211854	0	6653	2021-11-18 19:39:08.649	2	2	8044759	2
20211118-6985963160494180662	0	23851	2021-11-18 01:11:55.964	5	5	5129388	2
20211118-5170548384170724554	1	21267	2021-11-18 00:04:51.738	105	3	803810	1
20211118-218897517295166002	1	23826	2021-11-18 10:41:09.417	57	3	4627132	4
20211118--8911560977595505512	0	36817	2021-11-18 14:57:26.142	5	5	4295442	1
20211118--8988372991881159141	0	35053	2021-11-18 20:47:19.051	4	4	2265887	1
20211118-6490498118927611801	-1	25165	2021-11-18 20:12:05.622	4	4	5423508	2
20211118--3567574375559953035	1	10190	2021-11-18 15:17:42.261	1	1	9057479	4
20211118-782702177842192906	-1	19368	2021-11-18 21:51:55.495	1	1	5519820	2
20211118-7647848436670648907	0	3891	2021-11-18 07:37:29.508	5	5	1116446	1
20211118-7150585936886496553	1	209	2021-11-18 19:51:02.770	2	2	616323	4
20211118--8755494965238449998	1	28720	2021-11-18 03:28:56.602	96	3	3284432	3
20211118-4893851721761338931	-1	30660	2021-11-18 05:45:20.190	37	3	8904232	4
20211118--4233455036466493885	1	32842	2021-11-18 19:08:05.495	2	2	7610298	2
20211118-3223269366950760400	0	31423	2021-11-18 21:43:47.452	1	1	4274976	4
20211118-999062864613271132	-1	6661	2021-11-18 21:55:10.500	20	3	8947143	1
20211118--7043628810286987501	0	21534	2021-11-18 15:35:34.650	1	1	2900091	2
20211118--7430882668128539669	0	20942	2021-11-18 07:57:30.085	5	5	2442346	3
20211118--7443592457852885014	-1	16504	2021-11-18 13:12:14.684	100	3	7847006	3
20211118--5648838625893084304	0	5930	2021-11-18 06:39:56.891	12	3	303872	4
20211118-1554863489919013480	0	20743	2021-11-18 03:22:25.573	1	1	1179611	4
20211118-771729582454099071	0	3227	2021-11-18 21:35:40.206	60	3	1250296	4
20211118-3394211588094700186	-1	23784	2021-11-18 18:19:59.934	4	4	2637208	1
20211118-3395677912890613405	-1	19864	2021-11-18 07:34:35.081	1	1	7976949	1
20211118--2689045018093394960	-1	16829	2021-11-18 18:50:11.824	4	4	3766570	4
20211118--2840359975630897483	0	9404	2021-11-18 12:38:27.650	5	5	1964831	2
20211118--3209459055083681713	-1	14185	2021-11-18 21:55:07.169	1	1	1117858	2
20211118-738337469062769896	-1	35900	2021-11-18 13:27:45.300	23	3	9461152	2
20211118--857180790643679009	-1	20182	2021-11-18 04:30:47.975	4	4	8393832	1
20211118-3554509799439785177	1	33170	2021-11-18 02:59:09.373	2	2	4079126	4
20211118--3537049625127628060	0	8614	2021-11-18 12:00:35.750	5	5	898027	1
20211118--3239969303430106377	0	34725	2021-11-18 09:22:10.511	5	5	4337437	2
20211118--6693636857894527078	1	11173	2021-11-18 18:09:58.869	1	1	9775424	2
20211118--2120360503322282279	0	27510	2021-11-18 09:55:17.452	1	1	7766754	4
20211118--2131161220864512158	1	26364	2021-11-18 00:21:17.402	1	1	2135764	3
20211118--7245781230125454802	1	19802	2021-11-18 01:34:31.004	1	1	2655520	2
20211118--3843134550523743796	1	20121	2021-11-18 17:43:00.156	12	3	7972890	3
20211118--7453278965083880284	1	35496	2021-11-18 03:32:38.149	98	3	2899296	1
20211118-5304181370612562580	1	25488	2021-11-18 01:28:53.587	5	5	15767	3
20211118-4021996984852943204	0	23026	2021-11-18 08:59:59.029	4	4	5621948	1
20211118--7293991317303704013	-1	17803	2021-11-18 18:29:46.924	2	2	756214	2
20211118--3875611033132782366	-1	15176	2021-11-18 12:16:49.951	2	2	894132	4
20211118--5355811832050817420	-1	5523	2021-11-18 21:59:50.603	2	2	437034	1
20211118-3536550611107147593	1	38981	2021-11-18 01:56:20.715	4	4	4811667	3
20211118-7588347516863274159	0	14800	2021-11-18 01:47:54.401	41	3	9601317	3
20211118-1067760792973651659	0	33987	2021-11-18 03:41:35.196	2	2	4855398	2
20211118--6516462603218782830	1	30524	2021-11-18 10:19:36.028	4	4	4267895	1
20211118-8825555915079837438	1	19830	2021-11-18 17:23:17.516	2	2	8107262	1
20211118-4856720363279102478	1	34021	2021-11-18 06:37:41.073	86	3	9193620	1
20211118-2365728534424662524	0	36613	2021-11-18 02:01:50.030	4	4	1521108	1
20211118--3171970761130306005	0	8798	2021-11-18 02:39:09.333	99	3	2159964	2
20211118--1829454734263947618	1	2785	2021-11-18 23:34:13.931	1	1	8716071	1
20211118--5499859498292111739	1	28735	2021-11-18 09:03:26.844	1	1	5065005	4
20211118-3844022932799769838	0	4853	2021-11-18 00:54:34.258	1	1	4978729	4
20211118-7687888872828448082	0	34169	2021-11-18 18:47:58.784	4	4	615666	3
