userid	voucherCode	status	campaignID	time
6637	1008-23	GIVEN	1008	2021-11-25 16:47:44.217
3441	1008-27	GIVEN	1008	2021-11-25 05:40:07.878
10293	1002-112	GIVEN	1002	2021-11-25 05:48:49.193
19959	1005-125	GIVEN	1005	2021-11-25 23:18:52.422
14357	1003-129	GIVEN	1003	2021-11-25 16:37:12.956
13818	1006-148	GIVEN	1006	2021-11-25 05:35:10.271
3535	1001-237	GIVEN	1001	2021-11-25 00:34:49.341
14900	1009-258	GIVEN	1009	2021-11-25 14:28:12.886
18119	1004-265	GIVEN	1004	2021-11-25 15:19:23.313
19930	1002-304	GIVEN	1002	2021-11-25 18:48:03.947
15155	1000-331	GIVEN	1000	2021-11-25 07:19:59.522
8321	1002-357	GIVEN	1002	2021-11-25 09:03:19.568
2079	1009-398	GIVEN	1009	2021-11-25 23:23:14.167
15182	1006-460	GIVEN	1006	2021-11-25 01:14:49.426
5211	1003-464	GIVEN	1003	2021-11-25 01:06:12.012
16579	1001-508	GIVEN	1001	2021-11-25 22:35:25.143
11319	1008-575	GIVEN	1008	2021-11-25 10:40:40.752
9104	1005-593	GIVEN	1005	2021-11-25 03:27:31.769
943	1008-621	GIVEN	1008	2021-11-25 01:52:41.160
2491	1008-639	GIVEN	1008	2021-11-25 23:57:43.675
162	1004-648	GIVEN	1004	2021-11-25 20:35:45.824
18982	1001-654	GIVEN	1001	2021-11-25 02:48:53.623
18378	1001-688	GIVEN	1001	2021-11-25 08:21:12.086
16383	1004-710	GIVEN	1004	2021-11-25 21:29:16.905
10066	1002-729	GIVEN	1002	2021-11-25 20:43:23.269
3279	1001-731	GIVEN	1001	2021-11-25 17:32:56.201
6965	1008-737	GIVEN	1008	2021-11-25 06:32:09.206
3041	1007-744	GIVEN	1007	2021-11-25 06:21:51.352
138	1008-751	GIVEN	1008	2021-11-25 04:27:07.840
13232	1001-869	GIVEN	1001	2021-11-25 04:37:00.903
17254	1009-896	GIVEN	1009	2021-11-25 19:01:50.783
9475	1000-951	GIVEN	1000	2021-11-25 15:01:01.618
18912	1009-971	GIVEN	1009	2021-11-25 21:53:25.604
12086	1008-1024	GIVEN	1008	2021-11-25 02:06:49.932
18431	1003-1082	GIVEN	1003	2021-11-25 22:59:31.581
2636	1002-1090	GIVEN	1002	2021-11-25 12:35:02.618
14408	1001-1142	GIVEN	1001	2021-11-25 06:55:01.709
8930	1005-1305	GIVEN	1005	2021-11-25 02:40:19.596
12488	1008-1312	GIVEN	1008	2021-11-25 13:54:21.527
19424	1008-1381	GIVEN	1008	2021-11-25 07:05:52.626
19666	1008-1390	GIVEN	1008	2021-11-25 01:37:23.442
5565	1003-1403	GIVEN	1003	2021-11-25 10:05:38.662
1976	1008-1436	GIVEN	1008	2021-11-25 14:19:05.882
366	1009-1441	GIVEN	1009	2021-11-25 06:42:55.109
5319	1002-1459	GIVEN	1002	2021-11-25 01:39:47.263
15987	1001-1490	GIVEN	1001	2021-11-25 15:46:45.267
12367	1008-1493	GIVEN	1008	2021-11-25 03:10:51.494
1673	1007-1509	GIVEN	1007	2021-11-25 16:29:07.326
2729	1004-1540	GIVEN	1004	2021-11-25 20:49:42.427
3541	1003-1554	GIVEN	1003	2021-11-25 03:00:57.731
6989	1003-1566	GIVEN	1003	2021-11-25 18:08:16.933
9263	1006-1611	GIVEN	1006	2021-11-25 09:08:11.398
15935	1003-1616	GIVEN	1003	2021-11-25 11:17:23.484
2207	1009-1647	GIVEN	1009	2021-11-25 21:54:55.829
11533	1001-1651	GIVEN	1001	2021-11-25 17:38:29.330
13144	1009-1685	GIVEN	1009	2021-11-25 12:06:19.589
1847	1002-1716	GIVEN	1002	2021-11-25 12:40:50.161
2917	1009-1804	GIVEN	1009	2021-11-25 23:59:42.262
5295	1009-1841	GIVEN	1009	2021-11-25 00:46:11.934
12685	1003-1851	GIVEN	1003	2021-11-25 09:45:25.413
12300	1000-1905	GIVEN	1000	2021-11-25 23:30:08.498
8249	1005-1927	GIVEN	1005	2021-11-25 22:51:48.001
796	1009-1951	GIVEN	1009	2021-11-25 17:53:03.391
7972	1002-1978	GIVEN	1002	2021-11-25 01:07:01.325
9327	1005-2030	GIVEN	1005	2021-11-25 11:16:35.904
1635	1003-2044	GIVEN	1003	2021-11-25 09:16:21.709
18116	1005-2053	GIVEN	1005	2021-11-25 00:21:54.404
17876	1005-2070	GIVEN	1005	2021-11-25 21:38:51.087
6607	1000-2100	GIVEN	1000	2021-11-25 07:04:05.174
11666	1007-2101	GIVEN	1007	2021-11-25 14:59:26.787
12047	1001-2125	GIVEN	1001	2021-11-25 01:02:50.434
11258	1008-2147	GIVEN	1008	2021-11-25 18:46:36.023
19984	1004-2148	GIVEN	1004	2021-11-25 02:53:47.018
13335	1000-2159	GIVEN	1000	2021-11-25 02:18:46.224
9493	1009-2165	GIVEN	1009	2021-11-25 00:52:31.073
10760	1008-2231	GIVEN	1008	2021-11-25 09:49:19.681
9832	1006-2236	GIVEN	1006	2021-11-25 08:02:15.411
11092	1006-2250	GIVEN	1006	2021-11-25 14:13:06.871
8159	1004-2253	GIVEN	1004	2021-11-25 08:49:02.031
6742	1004-2280	GIVEN	1004	2021-11-25 23:08:11.441
14409	1002-2281	GIVEN	1002	2021-11-25 16:15:04.193
12513	1005-2337	GIVEN	1005	2021-11-25 06:17:58.680
15571	1004-2356	GIVEN	1004	2021-11-25 15:25:03.361
15142	1009-2418	GIVEN	1009	2021-11-25 04:34:55.849
18386	1007-2423	GIVEN	1007	2021-11-25 15:37:30.558
6806	1000-2444	GIVEN	1000	2021-11-25 20:43:25.079
9380	1005-2445	GIVEN	1005	2021-11-25 08:40:47.075
12405	1008-2450	GIVEN	1008	2021-11-25 04:20:15.818
14406	1000-2608	GIVEN	1000	2021-11-25 18:10:51.190
15706	1005-2630	GIVEN	1005	2021-11-25 03:14:22.784
16162	1003-2703	GIVEN	1003	2021-11-25 17:49:09.163
1631	1008-2722	GIVEN	1008	2021-11-25 06:43:36.231
11768	1005-2844	GIVEN	1005	2021-11-25 14:36:11.878
4590	1007-2918	GIVEN	1007	2021-11-25 23:51:16.786
15247	1007-2922	GIVEN	1007	2021-11-25 03:27:29.771
14495	1006-2935	GIVEN	1006	2021-11-25 16:08:42.892
10596	1008-2951	GIVEN	1008	2021-11-25 11:17:52.519
19752	1000-2981	GIVEN	1000	2021-11-25 21:51:36.441
8406	1003-2989	GIVEN	1003	2021-11-25 21:59:35.621
8156	1008-3046	GIVEN	1008	2021-11-25 18:04:31.102
19538	1003-3098	GIVEN	1003	2021-11-25 07:33:12.703
14147	1001-3137	GIVEN	1001	2021-11-25 23:13:15.289
15244	1007-3142	GIVEN	1007	2021-11-25 11:26:08.917
10369	1007-3180	GIVEN	1007	2021-11-25 10:08:36.338
3106	1006-3184	GIVEN	1006	2021-11-25 03:40:21.762
19894	1003-3230	GIVEN	1003	2021-11-25 04:52:41.411
11054	1007-3289	GIVEN	1007	2021-11-25 18:26:53.298
6069	1008-3314	GIVEN	1008	2021-11-25 03:11:00.608
6367	1003-3316	GIVEN	1003	2021-11-25 20:55:00.568
17382	1001-3364	GIVEN	1001	2021-11-25 15:11:50.735
14990	1006-3372	GIVEN	1006	2021-11-25 04:49:06.081
16034	1009-3384	GIVEN	1009	2021-11-25 19:59:37.445
14267	1007-3392	GIVEN	1007	2021-11-25 19:30:02.425
12675	1002-3448	GIVEN	1002	2021-11-25 07:20:31.504
14935	1003-3459	GIVEN	1003	2021-11-25 07:27:47.750
15817	1003-3523	GIVEN	1003	2021-11-25 04:36:26.768
9555	1007-3575	GIVEN	1007	2021-11-25 22:10:26.036
10951	1008-3577	GIVEN	1008	2021-11-25 00:07:52.291
12057	1005-3585	GIVEN	1005	2021-11-25 21:49:53.376
16540	1003-3597	GIVEN	1003	2021-11-25 12:11:05.022
10435	1007-3598	GIVEN	1007	2021-11-25 05:56:46.815
6376	1002-3614	GIVEN	1002	2021-11-25 09:52:48.160
11826	1008-3623	GIVEN	1008	2021-11-25 05:17:01.437
7855	1007-3629	GIVEN	1007	2021-11-25 21:21:36.681
14414	1002-3645	GIVEN	1002	2021-11-25 13:21:56.837
11460	1001-3656	GIVEN	1001	2021-11-25 16:07:13.886
2085	1007-3673	GIVEN	1007	2021-11-25 07:11:42.720
16563	1008-3705	GIVEN	1008	2021-11-25 22:00:38.199
16449	1007-3711	GIVEN	1007	2021-11-25 23:16:57.833
8466	1004-3730	GIVEN	1004	2021-11-25 21:12:06.673
13244	1000-3732	GIVEN	1000	2021-11-25 07:45:17.475
5412	1007-3768	GIVEN	1007	2021-11-25 04:24:31.933
12947	1001-3769	GIVEN	1001	2021-11-25 15:50:29.473
1105	1004-3775	GIVEN	1004	2021-11-25 18:15:16.450
14747	1000-3791	GIVEN	1000	2021-11-25 11:05:15.427
833	1008-3802	GIVEN	1008	2021-11-25 13:36:39.421
