transId	transStatus	userId	transactionTime	appId	transType	amount	pmcId
20211122--5320123669142194940	0	16893	2021-11-22 01:59:35.910	106	3	2389846	2
20211122-3589638592535202370	-1	20739	2021-11-22 11:48:14.958	4	4	3282589	1
20211122-2584687621137257101	-1	25772	2021-11-22 17:45:35.108	4	4	7659097	1
20211122-3591416675736749454	0	36637	2021-11-22 21:41:58.209	1	1	3823418	1
20211122-3677045842231163570	1	5601	2021-11-22 07:30:07.762	5	5	6396294	3
20211122-595730146119111231	-1	29285	2021-11-22 21:12:53.842	2	2	3814662	1
20211122-3104265653085899848	-1	16461	2021-11-22 15:22:56.602	1	1	1710999	3
20211122--2808864395163470431	-1	10197	2021-11-22 14:33:45.738	4	4	2088071	4
20211122-4477874204715534283	0	15666	2021-11-22 07:23:05.330	5	5	4544874	3
20211122--5741987098972117723	-1	443	2021-11-22 09:59:59.502	1	1	8444995	4
20211122--455989878066096702	0	17194	2021-11-22 18:05:23.124	1	1	7971950	1
20211122-1580765626501123288	0	27591	2021-11-22 09:36:37.581	4	4	4800428	1
20211122-8726085154725833893	0	20714	2021-11-22 04:18:34.644	1	1	4166653	4
20211122-6802053711765740211	-1	24649	2021-11-22 14:31:19.897	5	5	2235439	3
20211122--444027295257988535	-1	38231	2021-11-22 11:10:18.776	1	1	2113764	3
20211122-2303737570197532384	1	37444	2021-11-22 00:27:13.075	2	2	4232730	4
20211122--7081645883198746717	1	20021	2021-11-22 04:33:09.209	4	4	7052973	4
20211122--1832226457880289919	1	3633	2021-11-22 16:55:48.650	4	4	5195285	1
20211122-6064912185138057599	1	6501	2021-11-22 05:15:27.529	4	4	3384376	1
20211122-5952553383294231628	1	26643	2021-11-22 21:07:03.543	1	1	3953423	1
20211122--9153612229031072279	0	33613	2021-11-22 16:20:01.166	4	4	6615394	1
20211122-5837179199439667920	0	24523	2021-11-22 03:45:09.575	4	4	4310824	4
20211122--1339044657835769982	1	27694	2021-11-22 18:37:58.869	2	2	3023525	1
20211122-4709173727965046860	1	2604	2021-11-22 11:23:13.082	65	3	821051	1
20211122--3825247595519995438	0	25081	2021-11-22 07:01:43.234	1	1	354826	2
20211122-9056368218706746832	-1	18557	2021-11-22 14:47:00.617	1	1	380885	4
20211122-3359569598816932672	1	12280	2021-11-22 09:44:35.210	19	3	3746957	2
20211122--7370103264492747517	0	9866	2021-11-22 19:41:11.631	2	2	8659067	4
20211122--7655354139296579754	-1	10081	2021-11-22 21:36:43.987	1	1	2331580	4
20211122--7020830664800037204	-1	10992	2021-11-22 20:55:34.735	2	2	422805	1
20211122-1437291877202153819	1	27463	2021-11-22 22:47:17.536	4	4	5620619	1
20211122-7648663659440698851	0	11397	2021-11-22 13:54:21.999	1	1	3296968	2
20211122-3424335446434406065	1	21922	2021-11-22 23:05:39.197	5	5	1260207	3
20211122--4672244977536971653	0	29840	2021-11-22 23:46:59.238	79	3	1374082	3
20211122--243204490547185823	-1	21679	2021-11-22 03:40:01.899	4	4	2682863	2
20211122-6157830078545677133	1	20631	2021-11-22 23:34:55.978	63	3	6694580	3
20211122-6631137422463166112	0	5359	2021-11-22 11:04:32.281	5	5	9525151	1
20211122--1104228229242132140	1	19093	2021-11-22 16:35:25.337	2	2	8809232	3
20211122-3069929715810321232	1	27979	2021-11-22 00:33:30.867	79	3	6576623	1
20211122--228256124449274147	1	24379	2021-11-22 20:58:40.243	1	1	6341051	4
20211122--8291266407324970003	-1	33560	2021-11-22 08:05:07.753	1	1	9612269	4
20211122--7319025957234886803	-1	39719	2021-11-22 02:46:31.232	4	4	8670067	3
20211122-8396293355129115957	1	22467	2021-11-22 21:29:05.062	5	5	2950980	3
20211122-5897407614491747292	0	18974	2021-11-22 01:59:02.516	5	5	6349665	1
20211122--3623221256289012693	0	34574	2021-11-22 05:18:40.784	20	3	8122264	2
20211122-6622493487188397296	1	20105	2021-11-22 09:51:56.548	4	4	4160688	4
20211122--4042895154627387432	0	39749	2021-11-22 13:32:34.106	5	5	8276351	1
20211122--470328116225265686	-1	4767	2021-11-22 10:08:39.442	4	4	2062566	1
20211122-7283403229260961689	-1	1874	2021-11-22 04:01:28.218	5	5	403632	1
20211122--2134994239368012002	0	8115	2021-11-22 05:30:56.330	33	3	2571437	3
20211122-5177144781309332015	0	33776	2021-11-22 20:13:06.421	5	5	1234383	1
20211122-7144550285547169213	-1	17634	2021-11-22 18:49:12.460	81	3	7038165	2
20211122-5624344006991915918	1	29526	2021-11-22 03:53:11.882	2	2	3548280	4
20211122--3681789724078186990	1	23925	2021-11-22 02:26:10.427	67	3	2820016	4
20211122--3963775184041001199	-1	24508	2021-11-22 08:41:34.581	2	2	4243743	4
20211122--5983688912962452547	0	15818	2021-11-22 18:02:06.923	69	3	5735759	1
20211122--1700985303307783625	0	38299	2021-11-22 01:14:59.283	2	2	1241403	4
20211122-4510614290108477132	0	7137	2021-11-22 00:44:22.650	5	5	4951674	3
20211122--433531305349497287	-1	9615	2021-11-22 16:12:28.769	4	4	8646761	2
20211122--6512593290437820857	1	30686	2021-11-22 02:27:01.397	83	3	7367594	3
20211122-8117602854485179563	0	10011	2021-11-22 18:22:36.507	5	5	2372492	1
20211122--2217623336230036839	-1	30361	2021-11-22 12:13:34.531	5	5	6832937	3
20211122--6149386060096451240	1	31937	2021-11-22 10:09:33.939	5	5	5483403	3
20211122-2683743801098602133	0	14504	2021-11-22 09:08:09.998	5	5	5662598	1
20211122--6054345678274743158	1	37978	2021-11-22 09:37:18.024	2	2	3119369	2
20211122-4634919084168972300	1	37589	2021-11-22 18:58:56.489	5	5	5190286	4
20211122-5636611961989407037	0	1657	2021-11-22 01:04:12.103	5	5	5353174	2
20211122--2681404569963273299	-1	38072	2021-11-22 16:30:17.242	5	5	185180	4
20211122-607624689739431173	-1	18577	2021-11-22 01:14:43.946	1	1	8426401	1
20211122--2263742134934906044	-1	36588	2021-11-22 14:17:31.444	1	1	5484906	1
20211122--7820585983591751617	-1	38111	2021-11-22 18:41:55.000	2	2	5873734	4
20211122-7062320282738751772	1	37519	2021-11-22 20:21:36.330	42	3	4111803	2
20211122--7550851196612200014	1	28423	2021-11-22 01:13:28.389	2	2	3457223	3
20211122-5731854969756455962	-1	22365	2021-11-22 05:24:52.001	2	2	5542810	4
20211122-6834840508394567154	-1	24955	2021-11-22 03:58:42.572	4	4	3614916	4
20211122-4779192819394507287	-1	35304	2021-11-22 03:59:59.656	74	3	2727294	4
20211122--7665335448897263823	0	8700	2021-11-22 16:01:40.052	5	5	5650762	1
20211122-4600251882209193819	0	11022	2021-11-22 08:30:28.863	2	2	3152207	3
20211122-637532736169406733	1	15223	2021-11-22 04:01:22.978	1	1	4509649	1
20211122-5862799046336570863	-1	17195	2021-11-22 04:22:07.877	1	1	2254124	4
20211122-3661194934886219373	0	15170	2021-11-22 15:58:09.329	2	2	7079062	1
20211122-7465524871070130538	0	33190	2021-11-22 04:05:55.043	1	1	5673003	2
20211122-8694643126659421015	1	5733	2021-11-22 01:06:54.419	5	5	3409358	3
20211122-5704127517292385815	-1	15454	2021-11-22 02:20:42.008	5	5	7329021	2
20211122--9029355780529017842	1	30335	2021-11-22 07:53:48.811	25	3	4962931	2
20211122--1136727154941318213	1	9403	2021-11-22 15:20:23.575	5	5	444666	3
20211122--5523728989079539055	1	2860	2021-11-22 19:30:43.749	1	1	5626675	4
20211122--8895612819595960596	0	17156	2021-11-22 07:40:25.700	81	3	9378473	3
20211122--7017020408666750470	0	2272	2021-11-22 07:06:06.317	107	3	9862763	4
20211122-2080502085995888014	-1	39091	2021-11-22 15:16:42.519	4	4	139496	3
20211122-5249303795770553953	1	36827	2021-11-22 05:12:30.180	1	1	8914319	1
20211122-8664233608150385944	1	19549	2021-11-22 04:14:55.737	4	4	2250640	1
20211122-1009387913094078278	1	9675	2021-11-22 18:00:35.525	4	4	9299427	4
20211122-8636676561161820581	-1	20282	2021-11-22 21:49:01.583	5	5	5253490	1
20211122-5694667821220482891	0	29772	2021-11-22 00:55:59.304	2	2	63175	2
20211122-3325491318478056883	1	13896	2021-11-22 03:00:54.885	13	3	7980959	2
20211122-4056666671833935010	-1	36923	2021-11-22 06:55:48.616	2	2	4334576	2
20211122-2027108410203116913	1	26420	2021-11-22 19:40:41.435	5	5	477771	3
20211122--2413381508817246226	-1	23612	2021-11-22 11:13:00.016	4	4	4587668	4
20211122-4263854920551459349	0	36721	2021-11-22 14:50:16.430	90	3	1782406	1
20211122-1575865288917825023	0	29344	2021-11-22 05:41:12.824	4	4	5423698	2
20211122--8255303513362037420	-1	18260	2021-11-22 08:07:21.227	5	5	4992892	3
20211122-83718443062620564	0	939	2021-11-22 23:30:20.752	4	4	4859827	2
20211122-5809313384076907098	1	18052	2021-11-22 16:20:15.086	2	2	5121854	1
20211122-5537635770553629442	1	1758	2021-11-22 13:33:08.106	1	1	601813	1
20211122-828215277770241468	1	27329	2021-11-22 21:00:18.294	37	3	831443	2
20211122--4174196425854138147	0	3768	2021-11-22 18:02:01.041	76	3	3227530	1
20211122-1942592909157957599	1	29832	2021-11-22 10:15:06.496	2	2	19049	3
20211122--5666686573275799185	1	18292	2021-11-22 16:53:07.759	5	5	481061	4
20211122--6059134859428331945	-1	27690	2021-11-22 15:18:33.903	1	1	6285805	4
20211122--1450795921313664301	-1	35732	2021-11-22 16:13:03.789	1	1	597740	1
20211122-4946159158937062519	1	11680	2021-11-22 01:35:37.993	5	5	4267048	4
20211122-4208621683466503282	0	19544	2021-11-22 11:02:33.010	27	3	5824056	3
20211122-5865171675415029495	0	18972	2021-11-22 06:25:21.787	42	3	9711504	4
20211122-3487685954174990487	1	8665	2021-11-22 01:01:05.692	5	5	1191338	2
20211122-5136989059422859503	0	29345	2021-11-22 14:04:14.735	11	3	9370659	2
20211122-5407869751056635119	1	39589	2021-11-22 13:34:11.152	4	4	8219706	4
20211122--8070259614255702849	-1	4351	2021-11-22 13:19:21.918	5	5	3751008	2
20211122-6118324567249655744	-1	21142	2021-11-22 14:52:30.378	4	4	3585226	3
20211122--6422475876112772673	-1	3665	2021-11-22 05:32:38.251	2	2	4258445	4
20211122--5425544728802069732	-1	36046	2021-11-22 21:44:56.430	2	2	4649084	2
20211122--6847669197466822221	1	22229	2021-11-22 22:09:33.470	102	3	4695361	3
20211122--5839672786776257171	1	5039	2021-11-22 12:39:54.829	1	1	4855548	1
20211122--5488572565588505661	1	2198	2021-11-22 03:58:58.990	2	2	3525018	3
20211122-5967497361713173399	0	17201	2021-11-22 03:47:58.737	2	2	2207829	1
20211122-5409373462751977064	1	15900	2021-11-22 09:54:11.187	2	2	3703818	2
20211122--5416878368884233877	1	37922	2021-11-22 00:26:16.976	4	4	1088674	4
20211122--6116867619834716570	1	39140	2021-11-22 03:48:32.774	2	2	5590025	2
20211122--3914671977871762170	1	36219	2021-11-22 22:44:12.571	5	5	5741298	1
20211122--3656874032680647959	0	4749	2021-11-22 03:23:37.242	4	4	3084923	4
20211122--4140505706332409611	1	2702	2021-11-22 18:31:42.115	5	5	3829243	4
20211122-8692544199327989897	0	38706	2021-11-22 23:46:33.485	1	1	9933670	3
20211122--7385218800411239521	0	2560	2021-11-22 19:30:15.877	1	1	7783316	3
20211122-1010854390383351791	0	16260	2021-11-22 00:28:40.986	1	1	3046347	3
20211122-7719473609744222189	-1	30473	2021-11-22 23:37:03.636	5	5	9001382	1
20211122--8652601905877725578	-1	15742	2021-11-22 11:19:26.786	4	4	7265411	1
20211122--859213022406068774	-1	37683	2021-11-22 22:39:53.356	5	5	4168116	3
20211122-8612918533500155425	1	2456	2021-11-22 14:03:56.581	1	1	582102	4
20211122--8792380324728205565	0	23230	2021-11-22 23:44:42.258	4	4	8197737	3
20211122-5194093221231285884	-1	1514	2021-11-22 19:08:22.605	4	4	2956426	4
20211122-7943666690380814549	1	18891	2021-11-22 00:47:24.586	1	1	1461230	4
20211122--8684604892062267048	1	33620	2021-11-22 17:44:39.932	4	4	4002796	2
20211122-499396233237899789	1	8098	2021-11-22 07:10:18.695	52	3	435370	1
20211122-3891251111151039100	-1	21043	2021-11-22 20:21:24.436	75	3	5127656	2
20211122-7997826848297154803	-1	32561	2021-11-22 02:05:22.878	5	5	803976	3
20211122-7257769084599692890	0	27009	2021-11-22 01:45:21.151	2	2	893015	1
20211122-5686309069380202031	1	6599	2021-11-22 15:27:29.291	2	2	7946144	1
20211122-2000957142715410313	-1	14388	2021-11-22 01:09:08.094	2	2	2266687	2
20211122-303427496410735628	-1	22067	2021-11-22 00:48:05.407	4	4	4841767	1
20211122-59772882580168869	-1	937	2021-11-22 17:27:57.179	44	3	3635948	3
20211122-3028192771545800488	1	817	2021-11-22 01:56:16.517	1	1	984102	3
20211122-4263634030482990780	1	39742	2021-11-22 09:40:05.062	1	1	3602604	4
20211122-5105397671236512647	1	36112	2021-11-22 14:41:52.218	1	1	5393248	2
20211122-1940086629457412380	0	1106	2021-11-22 08:46:46.119	4	4	4940203	2
20211122-9031995598161689954	1	13684	2021-11-22 00:04:51.389	5	5	8756692	4
20211122-661975467692881872	-1	18692	2021-11-22 00:39:13.438	4	4	1350503	2
20211122-6848338155297874098	-1	7421	2021-11-22 22:08:47.172	5	5	1094510	4
20211122-8652914181455713438	0	4588	2021-11-22 11:34:20.209	24	3	4446137	2
20211122-2241956433540186120	-1	30	2021-11-22 11:37:14.493	4	4	2535409	2
20211122--6484616318605397969	0	3818	2021-11-22 03:17:07.264	2	2	1306221	3
20211122-7601834132867709969	-1	28450	2021-11-22 15:16:18.619	83	3	6410235	3
20211122-8891300173594502834	1	31341	2021-11-22 08:14:02.229	1	1	3942629	1
20211122-2537666342883416449	0	9015	2021-11-22 00:12:55.441	101	3	1358847	1
20211122--7487384886511560537	1	31598	2021-11-22 05:17:05.292	1	1	6466861	3
20211122-8225475131798365389	-1	32438	2021-11-22 09:36:13.888	4	4	5159810	2
20211122--7176364321971265680	-1	7377	2021-11-22 03:39:12.391	96	3	8729413	2
20211122--4358981635021050740	-1	28830	2021-11-22 09:59:28.202	2	2	3454632	2
