transId	transStatus	userId	transactionTime	appId	transType	amount	pmcId
20211223-1378630092007725671	0	16278	2021-12-23 12:40:53.808	5	5	1009805	2
20211223--5322019690106952746	0	37415	2021-12-23 20:31:07.340	1	1	7498512	2
20211223--4992104125460282689	1	26192	2021-12-23 20:32:01.030	18	3	5261162	2
20211223--8856416777788641733	1	35288	2021-12-23 02:43:00.721	5	5	11683	3
20211223--2956252339684429587	1	30143	2021-12-23 04:20:21.180	2	2	552504	3
20211223-6934227647269564365	-1	10361	2021-12-23 19:02:54.626	5	5	5380789	3
20211223-5485109747488558990	0	19822	2021-12-23 08:43:19.403	1	1	9547613	3
20211223--6325440293586638844	1	20166	2021-12-23 07:58:29.743	2	2	8260580	1
20211223-5548197346815205249	1	17127	2021-12-23 19:43:12.420	24	3	6792238	4
20211223-8080354559572458797	1	2504	2021-12-23 18:10:48.380	85	3	5737083	2
20211223--5256597143452124528	0	14523	2021-12-23 12:20:59.482	2	2	2959710	2
20211223-7297501789531346381	0	39843	2021-12-23 00:55:02.071	2	2	2392888	1
20211223-3072153629517896310	1	36150	2021-12-23 16:55:56.580	2	2	9588982	1
20211223-7198724988074353889	-1	12772	2021-12-23 02:08:58.559	4	4	6781671	4
20211223-472026471394661760	-1	2067	2021-12-23 09:06:51.860	4	4	7803960	1
20211223--778038165806515229	0	12407	2021-12-23 16:41:06.847	70	3	7346643	3
20211223-1504921577213471761	-1	7649	2021-12-23 16:32:13.598	96	3	4190583	1
20211223--2409305958755869301	0	24253	2021-12-23 22:46:02.490	1	1	9387380	2
20211223--4138469451478812181	1	20316	2021-12-23 01:13:13.414	5	5	8903161	4
20211223-3675117541989881291	-1	27111	2021-12-23 01:34:22.331	1	1	3431488	1
20211223--4669517663299213436	-1	14507	2021-12-23 01:14:34.725	23	3	1057543	1
20211223-2980718041233610423	0	21610	2021-12-23 16:32:50.384	1	1	2035787	2
20211223-4971678453068266186	-1	20292	2021-12-23 01:14:38.143	5	5	6048030	2
20211223-3561130986127829036	-1	5925	2021-12-23 14:34:03.251	1	1	9679049	4
20211223--3020472787443235776	-1	23547	2021-12-23 14:12:43.017	97	3	3276776	3
20211223-630270538544983425	-1	12868	2021-12-23 22:10:24.884	5	5	926335	1
20211223--5093983986912454993	-1	16238	2021-12-23 06:01:40.937	11	3	2493626	3
20211223-1333277826262546904	0	963	2021-12-23 03:15:11.665	4	4	2731263	1
20211223--6128808678809038810	-1	24346	2021-12-23 04:05:57.005	2	2	8984787	2
20211223-2276274240629064190	1	28875	2021-12-23 06:37:13.782	1	1	5856353	4
20211223-3856991334508187149	0	24016	2021-12-23 06:16:30.332	2	2	3723312	2
20211223-7113246651897971280	1	21269	2021-12-23 07:40:47.227	1	1	2585848	3
20211223-9153216847814278145	-1	36232	2021-12-23 14:28:57.974	87	3	7111803	1
20211223-8942820585817925961	-1	17086	2021-12-23 23:14:39.396	4	4	5584360	2
20211223--2390771168973362002	0	36736	2021-12-23 01:12:44.805	73	3	6751451	4
20211223--1122411060837272202	-1	23422	2021-12-23 03:43:25.192	2	2	998488	4
20211223-5641101074930131721	1	18354	2021-12-23 02:37:57.226	2	2	9247516	3
20211223-4384751396118575352	1	25830	2021-12-23 00:25:02.630	2	2	4928263	3
20211223--8213550368735200529	-1	13142	2021-12-23 15:09:40.522	2	2	614196	1
20211223--4999603413106456658	0	4871	2021-12-23 17:35:18.061	1	1	2388474	3
20211223--4758722888801148279	1	34969	2021-12-23 18:36:09.420	5	5	9852610	4
20211223-1284715781004321372	1	143	2021-12-23 07:27:42.295	38	3	2180373	1
20211223-4938652466278373192	-1	28041	2021-12-23 17:51:14.699	2	2	3328477	4
20211223-6846856543734778698	1	39646	2021-12-23 07:25:59.825	2	2	4301869	3
20211223-1510741369137134760	1	636	2021-12-23 20:30:44.745	2	2	7814883	2
20211223-3643090805491478136	0	27554	2021-12-23 12:35:34.391	2	2	5862526	1
20211223-7452975751551893487	0	28202	2021-12-23 22:13:13.054	1	1	2537098	3
20211223-207140736478709101	-1	18612	2021-12-23 21:54:50.973	2	2	4948681	2
20211223-2308474313120768181	-1	13351	2021-12-23 05:12:08.632	2	2	7949762	1
20211223--5155927032769542664	-1	10226	2021-12-23 12:19:17.265	1	1	507945	3
20211223-4651604099583762730	0	37837	2021-12-23 02:00:03.985	4	4	5755057	2
20211223--5695747867215028931	0	28725	2021-12-23 09:30:17.422	1	1	7451753	1
20211223--3963459450039353013	1	11185	2021-12-23 02:22:55.483	5	5	3170196	3
20211223--3417746211152592034	1	12199	2021-12-23 23:23:26.557	5	5	3547592	2
20211223-1410314426256158275	1	31724	2021-12-23 08:04:51.128	1	1	4833444	1
20211223-421735805279590702	1	2721	2021-12-23 22:05:22.429	1	1	7671064	2
20211223--3435946289104906956	-1	16151	2021-12-23 12:09:02.702	4	4	8934551	3
20211223--5400413883957026774	0	12791	2021-12-23 20:10:39.661	5	5	6262886	4
20211223-2451329198653408270	1	31830	2021-12-23 05:54:01.413	4	4	6092724	3
20211223--91641956776935596	1	28674	2021-12-23 00:48:18.101	2	2	6740239	2
20211223--5164974491393178586	1	5373	2021-12-23 05:49:25.911	1	1	6475672	2
20211223--6851772094250723093	1	4148	2021-12-23 18:32:19.518	4	4	2157366	3
20211223-9019847163255303028	1	21727	2021-12-23 23:17:13.622	2	2	4229985	2
20211223-7732279641821377748	-1	17580	2021-12-23 01:45:42.873	5	5	8002321	3
20211223--8153340866521107076	0	22992	2021-12-23 00:42:10.916	1	1	3228517	2
20211223--2810612143088921661	0	21230	2021-12-23 05:44:21.215	2	2	9440306	3
20211223-2411522782681514096	0	25258	2021-12-23 10:12:25.032	4	4	9773781	2
20211223-3891965933557195148	-1	22153	2021-12-23 04:17:38.758	4	4	3249854	2
20211223--2077261386123619625	-1	3960	2021-12-23 05:40:56.792	4	4	492668	4
20211223--1175337433575367960	-1	4287	2021-12-23 19:49:41.683	105	3	4902128	2
20211223--8709346139229426271	-1	35511	2021-12-23 04:07:05.466	13	3	1597965	3
20211223--2143003427973907880	1	38111	2021-12-23 18:01:29.248	4	4	7495298	2
20211223-2900761058646270537	-1	4333	2021-12-23 09:21:13.959	68	3	7001497	4
20211223-2251476380277648763	0	20615	2021-12-23 09:35:19.217	75	3	4836427	4
20211223-6242506121553109045	-1	32904	2021-12-23 19:45:33.211	4	4	3426045	3
20211223--7244990442009812869	1	9760	2021-12-23 09:38:47.932	4	4	9461177	2
20211223--8414451813259301685	1	7956	2021-12-23 01:05:14.683	4	4	5756101	1
20211223-1629463692540873443	-1	11457	2021-12-23 09:25:43.459	5	5	1915414	1
20211223-8390688538694927695	1	11205	2021-12-23 08:43:34.139	35	3	9459685	1
20211223--5764497635967856538	-1	7933	2021-12-23 06:25:41.697	2	2	8945731	3
20211223--1854697688810037623	0	26198	2021-12-23 18:45:50.173	4	4	2697064	4
20211223--1544089231814874660	-1	12260	2021-12-23 01:47:11.543	1	1	1412511	2
20211223--11964581760640509	-1	22521	2021-12-23 01:07:23.726	4	4	8764217	3
20211223-1287126375342107982	1	34754	2021-12-23 06:09:48.472	1	1	1310994	1
20211223--870594483623313353	-1	2122	2021-12-23 10:38:40.769	5	5	228985	2
20211223-514830609564256558	0	19723	2021-12-23 16:32:38.220	1	1	7777099	4
20211223--2862169724049835441	0	9831	2021-12-23 00:24:45.248	5	5	8770913	1
20211223-395676011641373053	0	26822	2021-12-23 16:01:21.797	47	3	307417	1
20211223-3332680641807699855	1	7422	2021-12-23 16:30:49.746	24	3	8272295	4
20211223-517167301262453426	1	37921	2021-12-23 22:32:34.669	39	3	4658443	4
20211223-2993791298343116272	0	16163	2021-12-23 05:05:34.273	4	4	6433365	3
20211223-1374954052939396234	1	39832	2021-12-23 03:32:43.664	4	4	7599841	2
20211223-6940525703144198919	1	36268	2021-12-23 01:00:22.761	1	1	8163143	2
20211223--1993522853932883567	-1	39030	2021-12-23 22:50:02.306	53	3	7493910	2
20211223-2226544995379183543	1	7604	2021-12-23 22:29:07.734	1	1	2099989	4
20211223-1143992063970117114	0	56	2021-12-23 10:47:57.096	1	1	2479875	2
20211223--614083726622820282	0	35987	2021-12-23 21:55:06.435	4	4	5583144	4
20211223--5542753266116640142	0	17287	2021-12-23 11:16:06.256	1	1	7010172	2
20211223-7671210473700194520	0	15810	2021-12-23 00:08:58.785	101	3	6758806	3
20211223-2207543015525278816	1	17427	2021-12-23 04:07:55.455	4	4	6459747	1
20211223-3614558075951976189	1	35791	2021-12-23 10:48:41.821	56	3	9741886	1
20211223--6209573168086789642	-1	30308	2021-12-23 11:49:33.841	2	2	2837824	4
20211223-2532434226424030162	0	39847	2021-12-23 20:24:20.498	1	1	205938	4
20211223-2826518112305208497	-1	20878	2021-12-23 19:40:16.192	98	3	941396	4
20211223-8536016992332132964	1	37476	2021-12-23 11:27:05.595	1	1	1040561	3
