transId	transStatus	userId	transactionTime	appId	transType	amount	pmcId
20211112-2490261106604306568	-1	19947	2021-11-12 21:18:34.958	4	4	649352	1
20211112--5648025161428378594	1	36269	2021-11-12 16:19:03.622	29	3	8255341	3
20211112--4638964219986104692	-1	35861	2021-11-12 15:26:21.884	2	2	8764652	4
20211112--5167732555132854082	0	32337	2021-11-12 23:37:08.660	30	3	6981278	4
20211112--618906976253062786	0	3513	2021-11-12 23:57:39.900	62	3	8907642	2
20211112--3624446645675139762	0	25420	2021-11-12 00:38:18.875	102	3	9385573	2
20211112--5934496745510590994	-1	19266	2021-11-12 22:28:17.511	15	3	7826990	3
20211112--7974941320018267403	0	36000	2021-11-12 17:25:26.649	5	5	3346645	4
20211112--210301014280175142	0	37395	2021-11-12 10:24:47.201	1	1	4469291	3
20211112--191303472779043542	-1	7246	2021-11-12 10:04:52.393	86	3	523787	1
20211112-170566762001092406	1	36229	2021-11-12 08:10:11.578	1	1	9861697	1
20211112--1323108305112508076	0	16589	2021-11-12 05:39:00.078	2	2	1461280	1
20211112-7932554985396701873	-1	11142	2021-11-12 09:06:50.451	5	5	2255388	3
20211112-4604223458156202408	0	29709	2021-11-12 22:13:05.345	5	5	468408	4
20211112-4449641325877046090	0	25239	2021-11-12 03:37:46.684	4	4	2649008	2
20211112--2573098508380486337	0	3787	2021-11-12 05:06:19.738	2	2	8616821	4
20211112-3689448423133425502	-1	20665	2021-11-12 12:26:26.728	4	4	6855563	4
20211112-6006905517545892143	1	33787	2021-11-12 21:32:58.633	1	1	3310732	4
20211112--8519281165596556830	-1	34978	2021-11-12 15:43:29.970	2	2	4896891	1
20211112--7052024733497348905	-1	29506	2021-11-12 03:51:51.033	2	2	6655630	4
20211112--4835183422350046776	-1	2713	2021-11-12 19:23:23.133	2	2	7614795	2
20211112-367080450208751606	0	36019	2021-11-12 15:06:24.370	5	5	9095505	3
20211112--4574044424762084025	0	20509	2021-11-12 16:55:32.163	4	4	7626053	3
20211112-4078953625603840698	1	9217	2021-11-12 07:49:04.592	5	5	5032337	2
20211112-7973969898117871478	0	34448	2021-11-12 06:14:23.324	100	3	2085872	3
20211112--6120973534147092671	1	21684	2021-11-12 03:24:33.524	2	2	8924050	1
20211112-4420674033989953268	1	17848	2021-11-12 06:21:47.137	106	3	2540103	1
20211112-6465108870913837189	-1	2251	2021-11-12 13:47:14.302	1	1	6027971	2
20211112-4172586522612554935	-1	24619	2021-11-12 18:38:14.279	2	2	8564790	1
20211112--5686466606001368503	-1	15029	2021-11-12 06:00:22.132	2	2	8776623	4
20211112-4382138462006561518	0	16672	2021-11-12 00:10:07.527	1	1	7654284	1
20211112-6231418594027102136	0	35905	2021-11-12 21:30:53.313	2	2	5295581	2
20211112--5565351178579018810	1	7150	2021-11-12 23:30:00.453	5	5	9813755	4
20211112--4660374214137171282	-1	12928	2021-11-12 11:19:00.910	1	1	5640818	3
20211112-415099915613888010	0	18904	2021-11-12 21:57:27.360	4	4	4004673	4
20211112--8154836576582234350	-1	20039	2021-11-12 16:14:17.930	4	4	2854921	3
20211112-4529980857063128076	0	15664	2021-11-12 04:04:24.366	1	1	9526682	2
20211112--8408004896600342678	-1	34138	2021-11-12 10:37:51.778	55	3	1807681	3
20211112--5794058726551672871	1	1370	2021-11-12 04:39:40.843	1	1	683540	2
20211112--8274879303067280569	-1	7645	2021-11-12 05:24:35.074	37	3	3019135	1
20211112--5894041490438020646	0	31383	2021-11-12 04:55:15.516	5	5	7918639	4
20211112--1856946840309123356	1	28413	2021-11-12 02:25:14.462	78	3	2599769	1
20211112-8312803796355159271	0	681	2021-11-12 22:33:43.727	2	2	5247930	4
20211112--7877383329877345067	-1	30981	2021-11-12 10:34:56.000	4	4	1409035	2
20211112-1676878321443848993	-1	29640	2021-11-12 08:00:17.724	107	3	3897272	4
20211112--7017709202875297192	-1	31420	2021-11-12 00:33:27.690	2	2	6194021	2
20211112--2148559223930964388	1	68	2021-11-12 20:31:43.962	80	3	3905279	1
20211112--6645606495334711832	0	37737	2021-11-12 12:10:00.992	4	4	1838320	4
20211112-4569643703791345728	1	37437	2021-11-12 04:45:37.427	2	2	7004715	3
20211112-6474654768624520760	-1	6126	2021-11-12 08:24:41.843	2	2	3949171	3
20211112-513679006670851968	0	29366	2021-11-12 03:12:27.118	1	1	2534175	4
20211112-7165017447587224631	-1	27788	2021-11-12 10:50:23.954	5	5	5323596	2
