userid	voucherCode	status	campaignID	time
10507	1107-321	USED	1107	2022-02-09 12:59:02.916
24381	1106-48461	USED	1106	2022-02-02 05:53:53.429
30547	1108-48485	USED	1108	2022-02-03 00:46:43.035
22947	1103-47322	USED	1103	2022-02-11 05:46:03.010
21960	1105-10318	USED	1105	2022-02-09 01:13:32.173
34368	1108-22311	USED	1108	2022-02-04 08:52:00.330
11794	1102-41167	USED	1102	2022-02-19 18:58:48.807
17728	1102-16933	USED	1102	2022-02-18 19:29:52.626
9733	1109-12876	USED	1109	2022-02-07 12:13:40.353
11574	1106-47444	USED	1106	2022-02-10 08:53:36.099
18068	1101-9996	USED	1101	2022-02-10 06:10:03.828
38804	1105-26737	USED	1105	2022-02-12 18:31:11.624
34903	1109-11432	USED	1109	2022-02-12 07:56:58.012
32471	1104-20438	USED	1104	2022-02-18 17:46:36.982
13175	1109-25341	USED	1109	2022-02-05 08:30:59.414
4763	1109-42762	USED	1109	2022-02-07 09:39:25.255
4975	1107-49168	USED	1107	2022-02-14 22:31:52.469
14621	1108-626	USED	1108	2022-02-14 08:02:55.886
16933	1105-31930	USED	1105	2022-02-08 15:30:27.396
25509	1101-43364	USED	1101	2022-02-11 03:08:21.909
31503	1109-17916	USED	1109	2022-02-08 01:18:31.001
36243	1106-28934	USED	1106	2022-02-10 10:52:18.127
7412	1104-6839	USED	1104	2022-02-11 13:05:14.026
28997	1107-29013	USED	1107	2022-02-15 18:43:37.757
4304	1109-48225	USED	1109	2022-02-02 06:47:56.758
5060	1105-31075	USED	1105	2022-02-12 05:41:06.535
32866	1108-35849	USED	1108	2022-02-14 01:29:02.157
13357	1100-9140	USED	1100	2022-02-18 21:15:51.220
3985	1108-3968	USED	1108	2022-02-09 16:21:59.669
23525	1103-9441	USED	1103	2022-02-19 18:22:40.290
32841	1103-20056	USED	1103	2022-02-05 19:20:19.166
29604	1100-19938	USED	1100	2022-02-15 02:41:01.662
37416	1103-46873	USED	1103	2022-02-11 03:26:38.257
30725	1100-18406	USED	1100	2022-02-04 18:30:27.500
22388	1106-23380	USED	1106	2022-02-07 14:31:22.980
7181	1107-39198	USED	1107	2022-02-06 19:12:45.279
12605	1106-41703	USED	1106	2022-02-20 18:30:17.783
29934	1106-21382	USED	1106	2022-02-04 20:01:53.253
29481	1102-20032	USED	1102	2022-02-19 05:59:40.404
26903	1106-4947	USED	1106	2022-02-04 23:50:48.921
15124	1108-45074	USED	1108	2022-02-05 20:22:19.225
1270	1105-28779	USED	1105	2022-02-16 00:53:36.207
21812	1109-19367	USED	1109	2022-02-07 08:40:29.195
30914	1100-7016	USED	1100	2022-02-03 19:33:29.757
26457	1106-13756	USED	1106	2022-02-16 05:24:24.499
792	1107-25	USED	1107	2022-02-02 18:19:53.180
24270	1104-7539	USED	1104	2022-02-11 10:58:10.450
22723	1102-45058	USED	1102	2022-02-15 06:35:56.888
34625	1104-1319	USED	1104	2022-02-15 19:31:26.927
2926	1105-20951	USED	1105	2022-02-19 16:18:08.315
24747	1104-6532	USED	1104	2022-02-02 20:21:58.644
5550	1105-14965	USED	1105	2022-02-20 06:50:32.121
17256	1105-16666	USED	1105	2022-02-10 06:32:24.983
3373	1109-45676	USED	1109	2022-02-05 23:31:07.536
2200	1105-31170	USED	1105	2022-02-03 19:45:05.097
18702	1105-7984	USED	1105	2022-02-14 14:49:53.578
21871	1103-4013	USED	1103	2022-02-19 13:45:12.735
28841	1105-43369	USED	1105	2022-02-05 15:13:44.463
37805	1101-78	USED	1101	2022-02-20 01:37:20.577
11891	1106-19878	USED	1106	2022-02-18 11:21:28.413
18807	1101-39983	USED	1101	2022-02-18 22:58:33.314
32685	1108-13327	USED	1108	2022-02-14 02:57:25.032
21371	1103-26559	USED	1103	2022-02-13 05:16:27.027
14144	1100-46919	USED	1100	2022-02-07 16:11:48.325
35749	1107-9754	USED	1107	2022-02-12 07:00:41.214
20779	1106-7554	USED	1106	2022-02-07 03:16:19.501
21537	1100-9118	USED	1100	2022-02-06 13:39:33.005
25209	1105-37408	USED	1105	2022-02-19 03:29:59.189
7759	1102-42937	USED	1102	2022-02-08 11:54:57.474
24879	1104-45877	USED	1104	2022-02-10 10:42:49.984
5816	1102-34150	USED	1102	2022-02-15 01:49:33.894
29205	1104-15959	USED	1104	2022-02-09 10:43:03.774
37200	1106-12005	USED	1106	2022-02-06 22:21:26.870
19641	1105-41134	USED	1105	2022-02-04 16:33:48.606
13855	1101-42056	USED	1101	2022-02-02 07:10:25.391
5699	1108-31127	USED	1108	2022-02-14 14:40:05.246
4390	1107-15887	USED	1107	2022-02-02 02:28:56.475
19963	1109-10795	USED	1109	2022-02-10 00:07:27.957
37086	1107-2244	USED	1107	2022-02-07 08:08:53.802
23855	1106-48770	USED	1106	2022-02-03 10:44:56.359
17334	1107-27876	USED	1107	2022-02-06 01:57:53.181
38291	1102-15267	USED	1102	2022-02-02 09:57:28.383
18158	1102-29008	USED	1102	2022-02-14 02:51:05.902
33671	1105-48909	USED	1105	2022-02-07 17:28:33.751
11632	1103-3638	USED	1103	2022-02-07 15:54:17.428
29549	1101-36477	USED	1101	2022-02-08 11:46:06.305
6905	1107-39481	USED	1107	2022-02-02 21:57:54.153
26221	1104-44882	USED	1104	2022-02-08 05:45:58.712
30553	1103-6504	USED	1103	2022-02-10 05:41:30.202
8112	1102-27115	USED	1102	2022-02-06 17:50:33.275
30935	1102-39719	USED	1102	2022-02-05 22:48:32.966
16762	1107-49796	USED	1107	2022-02-10 12:07:01.750
36580	1105-9965	USED	1105	2022-02-01 09:16:01.829
37048	1104-26547	USED	1104	2022-02-08 14:46:15.721
30938	1108-11915	USED	1108	2022-02-14 16:27:10.326
27132	1109-40972	USED	1109	2022-02-13 09:00:07.860
9577	1106-42757	USED	1106	2022-02-16 15:26:18.862
27952	1109-27521	USED	1109	2022-02-13 16:08:17.900
27511	1105-46390	USED	1105	2022-02-16 11:13:47.961
31742	1101-25476	USED	1101	2022-02-04 15:26:34.679
12025	1102-37688	USED	1102	2022-02-07 04:50:02.000
34911	1104-25356	USED	1104	2022-02-13 23:52:06.089
27716	1105-2595	USED	1105	2022-02-13 16:54:32.867
12652	1105-46693	USED	1105	2022-02-18 15:58:29.542
5029	1106-25393	USED	1106	2022-02-08 00:58:10.691
21197	1100-30839	USED	1100	2022-02-07 20:38:16.937
27549	1108-32318	USED	1108	2022-02-11 23:51:57.451
30770	1101-42365	USED	1101	2022-02-20 10:03:17.485
21258	1100-40754	USED	1100	2022-02-08 20:14:50.746
8026	1102-11681	USED	1102	2022-02-01 05:26:31.869
22749	1100-32628	USED	1100	2022-02-13 06:42:05.781
4454	1105-36371	USED	1105	2022-02-01 07:25:17.144
20137	1103-35545	USED	1103	2022-02-08 19:27:10.893
38268	1104-4426	USED	1104	2022-02-06 11:59:36.072
18122	1108-30866	USED	1108	2022-02-12 04:07:29.803
13623	1101-32998	USED	1101	2022-02-12 18:06:15.390
36728	1109-33851	USED	1109	2022-02-17 07:47:01.491
610	1100-39459	USED	1100	2022-02-12 12:39:15.601
39616	1103-46164	USED	1103	2022-02-16 10:14:31.316
14516	1102-26012	USED	1102	2022-02-19 08:14:36.709
30136	1104-10165	USED	1104	2022-02-11 13:58:42.519
32310	1109-38502	USED	1109	2022-02-09 05:43:37.164
6094	1101-13862	USED	1101	2022-02-07 17:58:52.741
33197	1107-22441	USED	1107	2022-02-20 16:17:29.705
20408	1108-9036	USED	1108	2022-02-13 18:32:44.042
19057	1102-24105	USED	1102	2022-02-12 05:50:31.661
22711	1100-44740	USED	1100	2022-02-02 14:30:39.894
31174	1102-25970	USED	1102	2022-02-04 17:45:51.186
14969	1104-9692	USED	1104	2022-02-13 08:58:04.543
25410	1102-32109	USED	1102	2022-02-17 06:21:09.369
24395	1108-20220	USED	1108	2022-02-07 16:19:44.806
17396	1105-19720	USED	1105	2022-02-14 23:40:26.686
5480	1105-30791	USED	1105	2022-02-12 11:10:39.960
15681	1103-19626	USED	1103	2022-02-06 22:33:39.732
33743	1109-46364	USED	1109	2022-02-07 22:23:33.539
19639	1106-46902	USED	1106	2022-02-08 07:10:20.808
35854	1104-9679	USED	1104	2022-02-07 15:08:45.685
5716	1109-15284	USED	1109	2022-02-07 02:35:39.954
18228	1106-43618	USED	1106	2022-02-05 01:23:01.564
24399	1103-44924	USED	1103	2022-02-16 08:22:00.904
30340	1104-3569	USED	1104	2022-02-01 05:04:40.881
9705	1103-47815	USED	1103	2022-02-16 16:46:07.663
9328	1105-19963	USED	1105	2022-02-08 03:54:26.004
28579	1100-33437	USED	1100	2022-02-08 22:17:00.593
12536	1100-16643	USED	1100	2022-02-06 03:52:14.984
6148	1103-2547	USED	1103	2022-02-17 11:43:27.219
4058	1100-38268	USED	1100	2022-02-15 10:08:22.047
34522	1100-36079	USED	1100	2022-02-17 17:12:08.556
17297	1101-6714	USED	1101	2022-02-05 11:42:34.017
15105	1101-30677	USED	1101	2022-02-02 20:12:43.324
15333	1104-15804	USED	1104	2022-02-12 07:47:11.845
37970	1108-45293	USED	1108	2022-02-17 04:32:59.055
15207	1108-31712	USED	1108	2022-02-12 03:55:05.621
25026	1102-33505	USED	1102	2022-02-04 10:22:45.323
20185	1102-41833	USED	1102	2022-02-06 15:15:35.351
31424	1101-37214	USED	1101	2022-02-10 22:40:46.437
26796	1102-31511	USED	1102	2022-02-02 04:32:53.233
23886	1107-14407	USED	1107	2022-02-05 05:02:33.687
33961	1103-27028	USED	1103	2022-02-14 20:52:59.229
13090	1100-34863	USED	1100	2022-02-01 15:15:49.321
37915	1102-36441	USED	1102	2022-02-06 20:05:59.348
