transId	transStatus	userId	transactionTime	appId	transType	amount	pmcId
20211110-1316860040182600472	1	24801	2021-11-10 11:49:45.239	2	2	1503611	2
20211110--8760528669782623838	0	29921	2021-11-10 14:21:32.960	4	4	24137	4
20211110-1213401004037704915	-1	10243	2021-11-10 06:51:21.996	4	4	1693763	1
20211110--9054099730622547703	1	26506	2021-11-10 21:04:10.680	5	5	263895	2
20211110--1371418930001415992	1	35802	2021-11-10 14:05:35.023	4	4	1310630	2
20211110--8268416213972052587	-1	14229	2021-11-10 23:48:54.968	2	2	6732858	3
20211110-2944815016511446410	-1	31592	2021-11-10 03:56:32.343	29	3	2042333	3
20211110--8210042158356834094	-1	26304	2021-11-10 17:12:02.229	36	3	2581036	2
20211110-3853329998839078746	1	8658	2021-11-10 02:08:47.337	1	1	383100	1
20211110-4848156821726249801	1	13761	2021-11-10 19:40:07.677	104	3	2237352	1
20211110-6081756989126331535	1	2363	2021-11-10 03:37:10.858	4	4	39346	4
20211110--2555542212257543164	0	37087	2021-11-10 12:37:38.908	2	2	3369535	1
20211110--8946107930749446587	1	20775	2021-11-10 16:14:47.479	2	2	7605859	2
20211110-3496016057708789864	0	25474	2021-11-10 21:42:10.934	2	2	3772705	1
20211110--3084644274729922883	1	38604	2021-11-10 13:41:09.557	44	3	3366292	4
20211110--3810771981468750572	-1	34868	2021-11-10 03:53:15.465	4	4	3115050	1
20211110--7025029341187406982	0	39919	2021-11-10 22:44:51.913	1	1	8049072	2
20211110-3544465240045161285	0	27562	2021-11-10 13:42:41.691	2	2	5015236	1
20211110--3311153429382583691	-1	17098	2021-11-10 14:57:53.729	4	4	5336185	2
20211110--7310860730501542636	0	20396	2021-11-10 21:23:47.636	4	4	1382079	2
20211110--1489548432927103598	1	4250	2021-11-10 13:45:12.126	4	4	3105380	2
20211110-7571332862682092720	1	33394	2021-11-10 12:25:47.313	4	4	5629467	3
20211110-5311024469185218245	-1	10445	2021-11-10 22:34:55.420	5	5	8673819	1
20211110--2767371655814162973	0	33987	2021-11-10 14:02:46.302	1	1	2839847	4
20211110--3897978250116905969	1	26326	2021-11-10 01:01:34.999	4	4	2441495	1
20211110--8850152417649638741	-1	27646	2021-11-10 17:32:36.829	1	1	630969	4
20211110-1928927350156368101	0	10473	2021-11-10 09:52:40.411	2	2	1207548	3
20211110-6340489037362185246	1	8451	2021-11-10 15:37:39.802	54	3	5929471	1
20211110-3985911086560930760	1	31825	2021-11-10 23:58:46.510	5	5	8290828	1
20211110-560745067704928043	0	23089	2021-11-10 23:18:45.499	5	5	6375046	1
20211110--7350460490030856721	-1	12494	2021-11-10 17:34:16.009	2	2	5545654	3
20211110-4119228168446198240	-1	24647	2021-11-10 08:23:05.680	4	4	6196787	3
20211110-6586500115871069344	0	35798	2021-11-10 20:55:18.426	4	4	2558597	4
20211110--3712810374700645751	1	7088	2021-11-10 14:08:41.257	2	2	3899924	1
20211110--8478379529336496681	-1	8816	2021-11-10 07:18:32.411	50	3	7466083	1
20211110-2729994916974771094	-1	15899	2021-11-10 07:38:29.637	5	5	3658800	1
20211110-295012942326533213	1	26870	2021-11-10 22:53:13.472	4	4	2270025	3
20211110--8815697968784846515	1	26984	2021-11-10 18:24:20.842	5	5	8319027	4
20211110-8649609940248975517	0	38353	2021-11-10 13:04:53.536	2	2	6680309	1
20211110-4530713973193871913	1	20624	2021-11-10 17:26:52.330	5	5	476162	4
20211110-3962299949621023474	-1	37670	2021-11-10 02:50:29.198	2	2	2516005	1
20211110-4173945722012938819	0	25305	2021-11-10 22:28:27.139	5	5	458676	3
20211110--7542030243950246694	-1	8292	2021-11-10 14:31:06.624	64	3	3793965	2
20211110-5973032827463452581	0	25625	2021-11-10 21:39:37.749	4	4	9782928	3
20211110-3826445658803740810	0	9440	2021-11-10 12:44:52.120	48	3	92485	4
20211110--7221939503366919382	1	16962	2021-11-10 19:41:44.018	1	1	3889696	2
20211110-8039583891282658746	1	18578	2021-11-10 22:35:43.491	2	2	6235704	1
20211110-537224502530078796	1	2845	2021-11-10 04:14:30.942	87	3	3900369	4
20211110-3523276050344569480	-1	8982	2021-11-10 19:58:23.253	10	3	3360252	4
20211110--1033085242976208557	-1	32140	2021-11-10 13:58:08.082	5	5	3238219	1
20211110--2382917495821573884	-1	6936	2021-11-10 08:02:51.945	1	1	6165642	3
20211110-6120230257933980111	0	4901	2021-11-10 02:01:07.422	93	3	5555943	2
20211110-2111476686766964240	0	34304	2021-11-10 01:33:57.124	5	5	4298146	2
20211110-4024825569917142420	1	21500	2021-11-10 18:11:13.348	5	5	7879248	2
20211110--3640739020566691884	-1	21467	2021-11-10 17:06:48.926	18	3	2505181	4
20211110--5595884236534377297	0	191	2021-11-10 19:48:52.362	1	1	8520323	3
20211110-3267144067347308731	0	19449	2021-11-10 01:20:15.448	1	1	6082288	1
20211110--4422220490457302725	-1	16949	2021-11-10 23:21:55.245	4	4	1783641	3
20211110-1563523636256889739	1	29118	2021-11-10 04:27:42.707	2	2	781296	1
20211110--2915711829678674537	-1	35946	2021-11-10 10:01:07.654	104	3	7729545	2
20211110--765161051227592712	-1	5684	2021-11-10 02:46:34.903	5	5	3155913	2
20211110--1005608070850542780	0	20473	2021-11-10 14:11:28.124	2	2	9616201	2
20211110--4219157889306348446	1	32959	2021-11-10 12:44:01.614	2	2	2234857	2
20211110-4269295331331416297	-1	21306	2021-11-10 01:39:36.450	5	5	1876484	1
20211110-2013735516872088335	1	3534	2021-11-10 19:24:15.208	41	3	3320848	4
20211110--633771017723308951	1	39420	2021-11-10 17:59:03.906	4	4	7204572	3
20211110-5413928828132688922	-1	7679	2021-11-10 03:21:25.165	1	1	3761205	3
20211110--3865073826381834293	1	35677	2021-11-10 05:49:17.067	2	2	8784771	2
20211110-7293121425155298424	1	30034	2021-11-10 06:56:19.923	79	3	928570	3
20211110-4516257562814297649	-1	31334	2021-11-10 22:46:26.170	5	5	1455160	1
20211110--1692201860564403877	-1	14047	2021-11-10 20:14:34.297	5	5	7755521	1
20211110--5371696521400336129	0	21317	2021-11-10 00:43:16.084	4	4	8958701	1
20211110-2725648156856756117	-1	20302	2021-11-10 02:55:51.880	55	3	7562532	3
20211110-7714092082354189389	-1	28888	2021-11-10 07:28:31.557	1	1	2258853	2
20211110-852417767295594332	0	31783	2021-11-10 06:23:35.744	2	2	3462458	3
20211110--7594826152598837906	1	28998	2021-11-10 09:02:48.023	1	1	9642105	1
20211110--3670690915796893762	0	28809	2021-11-10 07:40:13.210	4	4	1830054	4
20211110-2430709729291861891	-1	13348	2021-11-10 19:23:21.409	2	2	3244102	3
20211110-4363595739496310827	0	33093	2021-11-10 04:32:24.637	4	4	6905206	2
20211110-527773467497665494	1	26225	2021-11-10 12:43:58.088	78	3	1492252	4
20211110-8627601889719983524	-1	33865	2021-11-10 07:49:56.086	4	4	8377260	1
20211110--3250916123248383045	0	31613	2021-11-10 23:30:19.238	5	5	5206065	4
20211110--3171553044293035660	1	30303	2021-11-10 17:10:59.717	1	1	9710047	2
20211110-644985658380107114	0	38683	2021-11-10 04:31:51.207	4	4	3659268	3
20211110--443867224983620313	1	3832	2021-11-10 03:55:10.018	2	2	845073	4
20211110-7671286105954047271	0	25015	2021-11-10 19:46:57.182	4	4	4587672	3
20211110--6966485427246966079	1	942	2021-11-10 09:21:00.943	2	2	239486	1
20211110-6195501749118383016	0	14937	2021-11-10 22:11:51.415	1	1	9004726	2
20211110-709404416469405069	1	22950	2021-11-10 08:04:41.678	4	4	3827224	4
20211110--3930270998351069850	0	18636	2021-11-10 05:24:51.769	4	4	8760484	3
20211110--3166513709493647254	0	5311	2021-11-10 17:21:14.165	1	1	9527465	3
20211110-4287593116597666797	0	13698	2021-11-10 18:32:29.764	5	5	765102	4
20211110--2090391132723201726	1	33913	2021-11-10 14:28:10.576	5	5	3634901	2
20211110-3350608651994040117	0	7381	2021-11-10 19:44:26.949	4	4	9420602	4
20211110-2908976502213133108	-1	27399	2021-11-10 06:32:03.684	4	4	6084036	3
20211110--366909509389770914	-1	32792	2021-11-10 11:15:31.026	90	3	5751017	4
20211110-5273023104940694842	-1	32931	2021-11-10 23:32:24.145	5	5	8558496	2
20211110--2405004739310211473	0	18465	2021-11-10 04:27:35.324	2	2	9931323	2
20211110-4677922737234279481	0	28633	2021-11-10 16:06:22.800	4	4	9832633	2
20211110-2224792745286840459	1	13135	2021-11-10 12:08:00.599	2	2	5164073	3
20211110-4429245891259436711	1	26785	2021-11-10 14:19:25.397	4	4	4280039	1
