transId	transStatus	userId	transactionTime	appId	transType	amount	pmcId
20220208--5066226061501427689	-1	10998	2022-02-08 03:24:27.459	95	3	1194861	1
20220208--766035638891324683	0	28437	2022-02-08 21:20:07.853	2	2	5674749	2
20220208--8517183587380534933	0	39789	2022-02-08 03:26:37.521	2	2	8073929	3
20220208-8211354172319526166	0	37331	2022-02-08 11:59:56.742	4	4	6323216	3
20220208--612431532073146538	0	27473	2022-02-08 19:42:47.367	65	3	9272331	2
20220208-7172203135948144617	-1	5660	2022-02-08 02:21:50.602	4	4	8806011	1
20220208--6819937372097741503	1	20630	2022-02-08 03:03:27.666	2	2	2624379	1
20220208-8027087174497562037	0	4983	2022-02-08 08:51:07.001	2	2	1437552	3
20220208-1692685458434318490	-1	26981	2022-02-08 21:27:33.981	2	2	2073009	1
20220208--2447711897478655537	-1	17566	2022-02-08 18:22:26.803	1	1	4153403	4
20220208--742141974344644933	0	34291	2022-02-08 19:07:01.006	1	1	7482056	1
20220208-8242433977402396221	1	31785	2022-02-08 15:36:55.985	5	5	2848648	2
20220208-1257246382866655623	-1	33524	2022-02-08 19:24:33.599	2	2	6792047	1
20220208-4211486731812472300	1	13425	2022-02-08 17:07:19.147	1	1	5572786	4
20220208-8713111832619281719	0	13463	2022-02-08 01:46:58.584	55	3	5154191	3
20220208--5253773281450258257	-1	16834	2022-02-08 21:40:42.541	1	1	4620656	1
20220208--7285927628314585841	-1	36976	2022-02-08 08:04:52.842	85	3	640974	3
20220208-5441139387001270659	1	10914	2022-02-08 18:45:16.339	93	3	6349907	3
20220208--2332617698690778419	0	39971	2022-02-08 06:29:22.790	4	4	3320839	3
20220208-1837784514093191630	0	23019	2022-02-08 10:01:09.825	5	5	6610968	3
20220208--1080963662260291151	-1	6565	2022-02-08 01:59:24.512	5	5	1443095	1
20220208--1782214297032228911	1	16278	2022-02-08 07:03:31.671	5	5	9994981	4
20220208-7471187739223251168	0	20938	2022-02-08 16:05:41.885	2	2	4599349	2
20220208--3185216246836296313	0	39212	2022-02-08 08:39:23.163	4	4	1616025	3
20220208--771588992516338462	1	15643	2022-02-08 17:47:55.578	5	5	6399067	1
20220208--9170425507275030229	-1	21422	2022-02-08 16:09:17.681	1	1	9201557	2
20220208--335704434668253019	1	13422	2022-02-08 08:59:17.547	5	5	2189567	3
20220208-4307641379543004775	1	14606	2022-02-08 08:36:56.774	1	1	7187457	3
20220208-5247436715674962571	-1	5053	2022-02-08 17:34:06.783	2	2	5430385	2
20220208--9143147916696150063	0	19139	2022-02-08 10:03:34.092	5	5	8484784	1
20220208-3325218697809434366	0	28748	2022-02-08 16:44:53.202	4	4	7021895	4
20220208--4557054589288166598	-1	2209	2022-02-08 01:28:28.857	2	2	8344396	1
20220208--6784124962000603988	0	3260	2022-02-08 05:11:30.556	4	4	8600097	4
20220208--5922344390270278489	0	13151	2022-02-08 14:54:51.556	4	4	9507619	3
20220208-1966292919117728043	1	33950	2022-02-08 13:57:58.617	64	3	846631	1
20220208--8656732692632294103	-1	2877	2022-02-08 01:46:51.937	4	4	9908973	3
20220208-2474409960398209308	-1	3690	2022-02-08 03:49:54.485	107	3	7084288	3
20220208-5110582956141514468	0	37372	2022-02-08 07:08:46.681	5	5	9561645	1
20220208-5624945572586701265	-1	7019	2022-02-08 02:38:31.672	66	3	5215237	4
20220208--6096792401805236071	1	8312	2022-02-08 01:00:43.612	5	5	7389789	4
20220208-7821943127101655477	-1	16519	2022-02-08 03:32:55.775	5	5	7312317	1
20220208--8933388084882439921	0	19006	2022-02-08 22:03:44.966	4	4	885444	2
20220208--2546130495180663776	-1	38146	2022-02-08 12:44:05.850	2	2	686935	1
20220208--2880589525143261897	-1	12807	2022-02-08 08:16:42.933	1	1	953172	1
20220208--6488517835754623098	1	12190	2022-02-08 18:40:41.991	2	2	9560562	2
20220208-1785099132650233336	-1	29693	2022-02-08 01:05:10.591	4	4	132464	2
20220208--542408895969041798	1	2516	2022-02-08 19:27:25.828	5	5	9848798	3
20220208-7343439196822508116	-1	29750	2022-02-08 04:58:06.621	83	3	8191172	1
20220208-409041401502205436	0	15613	2022-02-08 12:40:43.766	4	4	8601648	4
20220208-2595579106304172676	0	38985	2022-02-08 04:44:41.620	5	5	8345419	1
20220208-107456229674284642	0	37830	2022-02-08 14:08:22.843	1	1	7132535	4
20220208--8001725921268495871	-1	39482	2022-02-08 17:43:17.253	5	5	5302620	3
20220208--7515795552501953488	0	38008	2022-02-08 06:05:18.938	1	1	2258673	2
20220208-2956225316193805464	0	12006	2022-02-08 19:15:29.154	1	1	8322484	1
20220208-540077039134769324	0	28143	2022-02-08 18:45:17.187	2	2	1658453	1
20220208-6108656825346092484	1	18975	2022-02-08 20:11:57.197	1	1	1704590	1
20220208--4444761988024835738	1	18700	2022-02-08 14:51:42.974	1	1	3252111	3
20220208--6244050585541219135	0	6100	2022-02-08 22:17:21.166	1	1	6875045	4
20220208-3725051524680944187	1	14783	2022-02-08 15:53:18.253	2	2	6615668	1
20220208--8247934366228271787	1	19752	2022-02-08 22:20:05.273	58	3	6557805	1
20220208-893967703956182749	1	16001	2022-02-08 22:29:43.660	1	1	575338	3
20220208--2419734536897238843	-1	15142	2022-02-08 21:12:01.442	4	4	141057	1
20220208--8678223877380390269	-1	2804	2022-02-08 06:57:17.849	72	3	1160019	3
20220208-6185680303159853414	1	6625	2022-02-08 00:17:10.105	2	2	2282048	3
20220208-2827712409872740506	0	24872	2022-02-08 06:10:39.646	1	1	9464944	2
20220208--1111806196683789156	-1	30130	2022-02-08 03:25:43.811	4	4	8766435	2
20220208-332526466373639418	-1	29631	2022-02-08 14:03:13.301	1	1	1597649	1
20220208--7935762712485917503	0	9696	2022-02-08 20:59:03.282	2	2	7514722	1
20220208--5562521233952846154	0	25334	2022-02-08 01:57:38.168	2	2	9949017	4
20220208-7588681145552667870	-1	33795	2022-02-08 06:03:23.078	91	3	2909269	3
20220208-1721286429348709461	-1	10209	2022-02-08 02:10:10.912	2	2	8484360	2
20220208-5035559273425266846	1	13443	2022-02-08 02:51:21.776	1	1	8223458	1
20220208--8675534419262463187	0	19151	2022-02-08 14:18:25.339	4	4	4791726	4
20220208--8717591700717588520	1	35387	2022-02-08 01:30:46.246	4	4	4105571	3
20220208-8968174153590090016	-1	10989	2022-02-08 11:01:51.220	1	1	1514358	1
20220208--7077416514925826924	-1	24019	2022-02-08 01:44:34.069	4	4	9569491	2
20220208-4963570052632148425	1	18503	2022-02-08 18:41:49.723	1	1	8247598	4
20220208--2439276588955165417	0	29230	2022-02-08 01:07:03.495	1	1	3143586	3
20220208-8449762011316652306	-1	25479	2022-02-08 04:02:28.823	5	5	7594333	1
20220208-7790531521909820360	-1	2899	2022-02-08 13:32:17.873	4	4	34999	4
20220208--232268628047948009	0	37970	2022-02-08 11:17:08.190	2	2	4020901	2
20220208--2111009130812416323	1	33761	2022-02-08 22:36:34.176	5	5	9621760	3
20220208--185351740886668154	-1	11633	2022-02-08 02:50:37.714	1	1	9151251	3
20220208-1283830430648381432	1	38388	2022-02-08 06:29:58.632	93	3	8472472	2
20220208-3292270057004127943	1	21493	2022-02-08 22:52:56.757	2	2	6803303	2
20220208-6680268128312173963	1	20657	2022-02-08 04:17:57.766	5	5	7553833	1
20220208--271163887117672004	1	23795	2022-02-08 06:52:33.466	52	3	1327269	4
20220208-903255076996870202	1	10521	2022-02-08 21:55:17.142	4	4	5489425	3
20220208--4754193584762319656	0	23958	2022-02-08 21:17:48.252	31	3	5145232	3
20220208--7993339671397372707	1	25191	2022-02-08 17:02:59.522	2	2	9456297	2
20220208-1714004627948125740	-1	34661	2022-02-08 03:34:00.813	1	1	1901414	2
20220208-3339842218597751821	-1	39499	2022-02-08 12:37:32.526	2	2	5600041	1
20220208-1413669125099119526	-1	16622	2022-02-08 14:34:34.854	5	5	9854081	4
20220208-6879152284923257083	0	1429	2022-02-08 16:38:57.589	104	3	2463068	2
20220208--1405747926191582913	1	7151	2022-02-08 21:46:28.239	11	3	3642181	4
20220208-4533524487495395449	1	30609	2022-02-08 23:17:09.187	10	3	2758628	3
20220208-7700315485786701166	1	32391	2022-02-08 18:12:03.970	1	1	6090855	1
20220208--375604839540919807	0	37258	2022-02-08 05:18:56.341	1	1	3943030	1
20220208-5546786392167605259	-1	4850	2022-02-08 18:10:02.762	69	3	7197086	1
20220208-2667176292785434546	0	2995	2022-02-08 17:26:52.018	5	5	7954448	4
20220208--4753795582153777942	0	23515	2022-02-08 04:39:20.154	4	4	932333	2
