transId	transStatus	userId	transactionTime	appId	transType	amount	pmcId
20211216--8510293673141763572	1	1825	2021-12-16 09:05:08.662	40	3	2908167	2
20211216--5705948314039333285	-1	8301	2021-12-16 14:48:14.052	4	4	9350401	3
20211216--460649934359404236	1	36805	2021-12-16 16:17:52.222	71	3	4653819	1
20211216-3958801000848846656	1	32536	2021-12-16 08:53:39.418	4	4	9170444	2
20211216--5781667020057210496	-1	25858	2021-12-16 13:29:51.254	76	3	2930262	4
20211216-6357370133292449516	-1	5854	2021-12-16 18:20:36.105	23	3	1240944	3
20211216--4538925460953372426	0	27757	2021-12-16 05:41:21.289	1	1	1100184	4
20211216--8899242485867584306	0	3176	2021-12-16 22:34:39.755	2	2	1858167	3
20211216-8348163142986888013	-1	15080	2021-12-16 07:48:09.981	5	5	6854680	4
20211216--5020605996560470958	1	32958	2021-12-16 07:54:17.395	2	2	8605745	3
20211216-8449695189267018170	0	23844	2021-12-16 05:09:40.953	1	1	5513178	4
20211216-7684881192542335587	1	33776	2021-12-16 11:52:11.506	15	3	9788809	2
20211216-5519963345815652011	0	25500	2021-12-16 17:45:41.924	5	5	3508941	3
20211216-4457359433969903464	-1	27482	2021-12-16 03:24:44.179	83	3	9227836	4
20211216--3397951960442763636	0	30739	2021-12-16 13:06:57.119	4	4	7993942	3
20211216-753475734799423246	0	31522	2021-12-16 12:49:42.078	5	5	7298826	3
20211216--6027719982666599039	0	22886	2021-12-16 03:59:26.658	44	3	5676766	2
20211216--5832191606777699516	1	30472	2021-12-16 14:23:27.837	47	3	1610795	2
20211216--3752872830134658204	0	25423	2021-12-16 12:35:27.069	2	2	5602272	4
20211216-2881371341630964172	-1	17455	2021-12-16 08:55:07.144	2	2	5529093	2
20211216--6730829016204318061	0	5935	2021-12-16 19:46:19.997	4	4	3862234	3
20211216--3594292618233616680	-1	23189	2021-12-16 07:45:28.380	5	5	3702283	3
20211216-3962521390037022453	-1	5489	2021-12-16 20:09:38.322	48	3	9615842	2
20211216-711427358738433010	-1	35280	2021-12-16 02:48:19.076	77	3	1473946	2
20211216--6258041436813001119	-1	9790	2021-12-16 14:49:34.875	4	4	395924	4
20211216-902228894943640183	1	26784	2021-12-16 23:05:32.478	1	1	5726907	4
20211216--97704428093788308	-1	5694	2021-12-16 21:56:03.802	2	2	828361	2
20211216--6245173751396949670	-1	32746	2021-12-16 21:42:51.652	97	3	7725731	4
20211216--7215476272053666738	1	19714	2021-12-16 19:22:52.045	5	5	6269908	4
20211216-8850161586302349962	1	5430	2021-12-16 04:56:51.673	23	3	9205386	4
20211216-7145329911484804919	1	37503	2021-12-16 03:37:56.065	5	5	1032424	2
20211216--2108154649693688043	-1	21001	2021-12-16 22:27:30.677	1	1	1190807	3
20211216--5709493401326344177	0	17674	2021-12-16 05:29:01.286	5	5	3715194	4
20211216--4653377187968498127	0	32824	2021-12-16 17:34:51.559	82	3	3989741	3
20211216-1165935312512488228	1	32187	2021-12-16 16:06:18.660	81	3	9027849	4
20211216--5632696895676820480	0	23924	2021-12-16 21:43:19.636	1	1	999526	3
20211216--7307761638620996078	0	27420	2021-12-16 05:28:26.752	5	5	6516111	4
20211216--7046159970111236935	1	17584	2021-12-16 09:42:38.806	4	4	1658331	4
20211216--3156654549796953697	1	7989	2021-12-16 21:54:20.314	19	3	5802287	2
20211216-6691534985228156750	0	29476	2021-12-16 15:14:51.928	4	4	6843040	3
20211216-7525765601672867777	1	29323	2021-12-16 13:50:49.129	42	3	762960	2
20211216--9133931042999557503	-1	31896	2021-12-16 14:41:36.284	1	1	7296130	1
20211216-588455839952373351	0	33965	2021-12-16 08:56:04.731	52	3	383649	4
20211216--5786437849889866499	0	29056	2021-12-16 02:01:22.506	1	1	1815872	3
20211216-8363082292091637883	-1	24108	2021-12-16 18:16:57.040	1	1	1767024	1
20211216-7397180725435496547	0	39797	2021-12-16 09:43:48.322	1	1	7828153	3
20211216--3344391637121589168	-1	16112	2021-12-16 13:24:48.762	55	3	4270497	1
20211216--7311541701704429264	-1	18604	2021-12-16 15:24:50.436	2	2	1957970	4
20211216-6452484544979014779	0	17155	2021-12-16 17:32:40.281	1	1	3648440	4
20211216-7589643983875260698	0	29083	2021-12-16 01:06:00.308	4	4	2118060	2
20211216-6760020077261892510	1	34886	2021-12-16 07:54:47.508	5	5	3983101	2
20211216-4261625425761506172	-1	18498	2021-12-16 21:34:21.470	1	1	6363690	1
20211216--891441415713785029	0	39779	2021-12-16 10:49:51.608	4	4	4839684	1
