userid	voucherCode	status	campaignID	time
2554	1101-19	GIVEN	1101	2022-01-17 19:28:14.270
8523	1109-46	GIVEN	1109	2022-01-17 18:29:43.551
19707	1109-74	GIVEN	1109	2022-01-17 22:10:14.375
25094	1106-148	GIVEN	1106	2022-01-17 21:06:38.394
25217	1103-158	GIVEN	1103	2022-01-17 12:54:29.362
31453	1104-159	GIVEN	1104	2022-01-17 04:31:46.060
26621	1102-175	GIVEN	1102	2022-01-17 08:33:18.172
19873	1103-176	GIVEN	1103	2022-01-17 01:46:55.689
27199	1107-190	GIVEN	1107	2022-01-17 21:04:34.300
33407	1106-199	GIVEN	1106	2022-01-17 21:43:41.270
5194	1102-200	GIVEN	1102	2022-01-17 09:20:12.682
14454	1109-250	GIVEN	1109	2022-01-17 14:54:07.807
18829	1102-267	GIVEN	1102	2022-01-17 05:15:27.628
10556	1102-292	GIVEN	1102	2022-01-17 01:58:44.036
14584	1101-304	GIVEN	1101	2022-01-17 04:30:17.481
8985	1107-362	GIVEN	1107	2022-01-17 07:58:38.898
10161	1100-404	GIVEN	1100	2022-01-17 02:19:57.123
13420	1108-485	GIVEN	1108	2022-01-17 05:10:37.284
29698	1102-499	GIVEN	1102	2022-01-17 17:33:56.238
28423	1108-504	GIVEN	1108	2022-01-17 13:14:13.520
323	1101-521	GIVEN	1101	2022-01-17 17:02:59.171
29882	1104-575	GIVEN	1104	2022-01-17 04:09:09.995
36054	1109-577	GIVEN	1109	2022-01-17 00:30:32.135
30421	1104-585	GIVEN	1104	2022-01-17 22:40:15.471
9800	1100-603	GIVEN	1100	2022-01-17 04:04:22.177
24266	1104-623	GIVEN	1104	2022-01-17 11:59:01.445
4455	1107-640	GIVEN	1107	2022-01-17 09:15:40.218
3943	1106-661	GIVEN	1106	2022-01-17 08:28:28.309
26351	1108-782	GIVEN	1108	2022-01-17 13:37:05.811
14474	1108-805	GIVEN	1108	2022-01-17 06:57:19.434
10893	1101-847	GIVEN	1101	2022-01-17 13:38:09.016
3453	1108-865	GIVEN	1108	2022-01-17 21:08:31.822
23286	1100-904	GIVEN	1100	2022-01-17 00:06:28.904
11804	1103-942	GIVEN	1103	2022-01-17 09:48:54.333
18514	1104-971	GIVEN	1104	2022-01-17 09:12:22.907
24768	1109-1003	GIVEN	1109	2022-01-17 00:29:59.375
24775	1108-1027	GIVEN	1108	2022-01-17 11:57:23.282
14394	1103-1050	GIVEN	1103	2022-01-17 15:28:09.932
3773	1102-1059	GIVEN	1102	2022-01-17 00:02:08.057
14003	1105-1072	GIVEN	1105	2022-01-17 10:48:57.791
13413	1107-1073	GIVEN	1107	2022-01-17 18:07:16.302
29610	1109-1095	GIVEN	1109	2022-01-17 07:30:55.113
26496	1102-1114	GIVEN	1102	2022-01-17 05:25:49.039
8497	1109-1133	GIVEN	1109	2022-01-17 10:25:38.101
20182	1107-1169	GIVEN	1107	2022-01-17 06:09:01.109
29502	1109-1183	GIVEN	1109	2022-01-17 19:17:44.671
20218	1100-1219	GIVEN	1100	2022-01-17 03:47:12.091
8021	1105-1234	GIVEN	1105	2022-01-17 23:26:32.516
6025	1107-1248	GIVEN	1107	2022-01-17 09:18:56.202
19436	1102-1342	GIVEN	1102	2022-01-17 17:17:57.280
35742	1107-1352	GIVEN	1107	2022-01-17 09:03:38.185
24636	1107-1364	GIVEN	1107	2022-01-17 06:09:12.888
27171	1102-1482	GIVEN	1102	2022-01-17 01:29:09.028
39538	1106-1483	GIVEN	1106	2022-01-17 00:54:15.490
20225	1104-1503	GIVEN	1104	2022-01-17 20:39:47.556
12038	1102-1597	GIVEN	1102	2022-01-17 01:23:03.661
37898	1103-1682	GIVEN	1103	2022-01-17 19:04:46.266
11269	1105-1711	GIVEN	1105	2022-01-17 00:08:42.775
14211	1104-1742	GIVEN	1104	2022-01-17 07:28:28.904
15689	1100-1814	GIVEN	1100	2022-01-17 07:03:27.842
13469	1106-1819	GIVEN	1106	2022-01-17 01:09:08.489
9239	1101-1829	GIVEN	1101	2022-01-17 07:27:53.040
14935	1106-1832	GIVEN	1106	2022-01-17 00:07:19.279
7822	1101-1898	GIVEN	1101	2022-01-17 22:32:25.571
11382	1107-1964	GIVEN	1107	2022-01-17 22:40:54.149
3958	1109-2001	GIVEN	1109	2022-01-17 11:51:49.704
39971	1109-2011	GIVEN	1109	2022-01-17 04:06:51.014
17701	1109-2012	GIVEN	1109	2022-01-17 12:31:20.113
24910	1104-2041	GIVEN	1104	2022-01-17 00:03:13.876
23389	1108-2140	GIVEN	1108	2022-01-17 05:22:11.658
15341	1107-2150	GIVEN	1107	2022-01-17 09:33:22.417
31640	1107-2154	GIVEN	1107	2022-01-17 05:19:07.217
34128	1103-2163	GIVEN	1103	2022-01-17 11:47:05.712
21623	1101-2221	GIVEN	1101	2022-01-17 14:08:14.074
33662	1106-2224	GIVEN	1106	2022-01-17 12:26:48.335
37346	1103-2231	GIVEN	1103	2022-01-17 11:06:15.883
12104	1100-2234	GIVEN	1100	2022-01-17 01:03:42.815
32785	1106-2266	GIVEN	1106	2022-01-17 04:12:59.526
29749	1109-2273	GIVEN	1109	2022-01-17 02:22:29.236
26017	1107-2280	GIVEN	1107	2022-01-17 06:29:30.292
2045	1103-2307	GIVEN	1103	2022-01-17 08:04:18.709
83	1108-2310	GIVEN	1108	2022-01-17 19:18:25.448
15198	1109-2316	GIVEN	1109	2022-01-17 19:45:27.315
19438	1104-2387	GIVEN	1104	2022-01-17 07:49:55.039
26510	1108-2415	GIVEN	1108	2022-01-17 14:18:24.185
36510	1108-2436	GIVEN	1108	2022-01-17 19:58:52.293
12013	1104-2449	GIVEN	1104	2022-01-17 05:55:48.520
2485	1103-2465	GIVEN	1103	2022-01-17 12:00:46.757
38612	1109-2492	GIVEN	1109	2022-01-17 12:13:34.731
17974	1102-2541	GIVEN	1102	2022-01-17 01:17:04.078
