transId	transStatus	userId	transactionTime	appId	transType	amount	pmcId
20220211-6932787305219485505	1	36045	2022-02-11 14:06:46.695	4	4	1892000	3
20220211-2668789442112701079	0	33221	2022-02-11 13:32:19.963	2	2	8989557	1
20220211-91435159325504695	0	27136	2022-02-11 00:02:39.874	4	4	5247097	4
20220211-7347680752529094623	1	36161	2022-02-11 07:43:47.328	2	2	7000864	1
20220211-6092558913916590140	0	8377	2022-02-11 04:12:56.801	1	1	1886728	1
20220211--7211379906834527058	0	16286	2022-02-11 11:32:18.332	58	3	5197048	4
20220211--3908866030855019584	-1	10576	2022-02-11 00:19:43.823	5	5	574190	1
20220211-6019892694952156048	0	4425	2022-02-11 02:01:45.169	4	4	7541381	1
20220211-4440711084543501919	1	34374	2022-02-11 09:19:54.211	86	3	4557401	3
20220211-8682550421651998769	0	28981	2022-02-11 02:07:03.815	2	2	7391131	4
20220211-8058316354478387432	-1	3660	2022-02-11 13:47:49.739	5	5	7985687	3
20220211--710839229515351453	1	35378	2022-02-11 02:31:13.913	5	5	3041693	1
20220211-2229070072321484392	0	21516	2022-02-11 15:09:47.668	2	2	7956947	1
20220211--8274493915598813766	0	1137	2022-02-11 07:48:27.328	100	3	2979464	4
20220211-7314440594979552063	0	3938	2022-02-11 20:38:39.790	1	1	7116185	4
20220211--3249107091525562848	1	3551	2022-02-11 01:01:55.047	4	4	2072366	1
20220211-8601441237761626843	1	30791	2022-02-11 16:20:11.813	4	4	5889292	4
20220211-6807314996474954203	-1	36176	2022-02-11 03:40:33.866	1	1	9588145	4
20220211-1153663976056865794	-1	25959	2022-02-11 08:04:03.008	2	2	8682721	1
20220211-682139256811473509	-1	20143	2022-02-11 18:42:51.709	4	4	8467975	2
20220211--4235813739728949461	0	25497	2022-02-11 16:26:39.892	1	1	1853677	1
20220211-8008948337823749687	1	5840	2022-02-11 13:25:23.556	5	5	5912756	3
20220211-226885341581503529	0	12518	2022-02-11 15:47:08.367	1	1	3528486	1
20220211-4187965566304111540	0	22614	2022-02-11 08:31:10.445	63	3	4781759	4
20220211--3213097285975728420	0	14535	2022-02-11 11:26:52.699	1	1	9915772	1
20220211-3825834385054124740	0	30266	2022-02-11 06:07:06.961	2	2	6060458	3
20220211-8807073138670125997	0	22309	2022-02-11 16:24:47.492	5	5	3310433	2
20220211-2833625956548965576	1	684	2022-02-11 10:56:40.384	5	5	4750963	2
20220211-730426646785380522	1	19615	2022-02-11 14:15:29.267	5	5	1326698	2
20220211-5097417095248202385	0	2259	2022-02-11 06:52:52.121	2	2	2723554	3
20220211--196441706520651563	0	27168	2022-02-11 08:26:00.663	2	2	4035129	3
20220211-354888480352275034	-1	34215	2022-02-11 16:31:59.765	4	4	8318157	4
20220211--6039859958386342294	-1	11590	2022-02-11 15:05:50.297	5	5	5523995	2
20220211--6402261332918588819	1	21250	2022-02-11 19:00:42.292	4	4	3823059	2
20220211-2125928048819353842	1	17713	2022-02-11 05:02:22.034	4	4	2597496	4
20220211--9199650098682076578	1	13721	2022-02-11 18:02:28.229	1	1	8280004	3
20220211--6879931806013223957	1	37229	2022-02-11 16:49:34.077	4	4	9391890	2
20220211--8412068910528546287	1	36349	2022-02-11 18:24:48.372	5	5	9944875	4
20220211--2859847351675764790	-1	31786	2022-02-11 11:05:15.302	2	2	9224426	4
20220211--142934089809136590	1	37658	2022-02-11 07:45:20.794	5	5	9750475	2
20220211--49092713062094646	1	19277	2022-02-11 09:32:28.699	25	3	6885965	1
20220211-5018272323653772687	-1	29325	2022-02-11 08:59:37.302	1	1	5782374	2
20220211-8799903527490197164	1	26541	2022-02-11 20:46:10.644	4	4	3693049	2
20220211-5234771880257819297	1	23051	2022-02-11 12:51:48.112	4	4	7359007	4
20220211--7878919051442347936	-1	31075	2022-02-11 00:47:34.795	2	2	692464	1
20220211--530108820473121866	0	14718	2022-02-11 04:02:25.362	1	1	8717446	3
20220211-4992147967424520412	-1	10053	2022-02-11 10:39:27.983	1	1	5143204	3
20220211--2770251167762843094	1	9891	2022-02-11 22:49:02.907	2	2	3849397	4
20220211-8136876328587517410	-1	7197	2022-02-11 22:14:45.540	1	1	3458616	4
20220211--7523835469785554234	0	13137	2022-02-11 03:10:09.273	1	1	8550146	1
20220211--8574503997412564308	1	26877	2022-02-11 11:02:04.250	5	5	6147294	1
20220211-5366886088657809470	1	31211	2022-02-11 08:11:48.790	1	1	8766398	4
20220211--4417535987307859776	0	1933	2022-02-11 09:44:04.914	48	3	6762151	2
20220211-8636522869311583013	-1	9266	2022-02-11 14:10:37.541	4	4	3581469	3
20220211--7433412838116038022	0	37141	2022-02-11 22:08:50.353	2	2	2404716	1
20220211-1919832651922313680	1	17934	2022-02-11 03:07:07.952	77	3	3707850	4
20220211-728938367404123550	1	23560	2022-02-11 06:19:50.552	54	3	268372	3
20220211-2506044017127767511	1	3044	2022-02-11 23:03:54.613	1	1	1898137	2
20220211--1217051430662714267	0	39059	2022-02-11 12:50:58.646	2	2	4893714	3
20220211--7571907189046463442	1	34858	2022-02-11 15:15:07.342	1	1	5550001	1
20220211--8556591693142151122	-1	20555	2022-02-11 23:42:40.501	1	1	2028178	3
20220211--2739322722108517625	1	39372	2022-02-11 13:15:59.527	5	5	3823463	2
20220211-6810409222452958210	-1	25035	2022-02-11 04:27:31.189	1	1	1846241	2
20220211-3034759353475516815	0	23050	2022-02-11 04:40:57.113	64	3	2011003	3
20220211--3687347332116776223	0	22082	2022-02-11 22:17:56.338	5	5	5518463	3
20220211-467965236478360445	1	12419	2022-02-11 18:33:21.315	1	1	5852529	3
20220211-554803251169240045	1	4167	2022-02-11 06:14:45.343	2	2	3816456	1
20220211-8288860894076662926	1	20777	2022-02-11 01:34:40.382	1	1	7806603	4
20220211-1300235445848088635	-1	36847	2022-02-11 18:09:08.273	51	3	8348722	1
20220211--5684379814575057387	-1	20231	2022-02-11 23:55:59.312	1	1	8083751	1
20220211--6334497080204015261	1	37090	2022-02-11 00:35:21.714	30	3	4469281	3
20220211--7654512661686345510	1	6162	2022-02-11 07:26:44.055	1	1	5185119	2
20220211-5034754781856217772	1	30396	2022-02-11 06:48:41.192	52	3	3255564	3
20220211--5789744908644421847	-1	7281	2022-02-11 04:00:18.313	2	2	4494815	3
20220211-469781766210543752	0	8769	2022-02-11 17:14:30.104	69	3	9263537	2
20220211--7012428264094126874	-1	28219	2022-02-11 15:53:23.055	80	3	2929922	4
20220211--6315102804636707556	1	13796	2022-02-11 00:58:24.902	1	1	9909623	1
20220211--6803821846463602107	1	11248	2022-02-11 23:18:54.302	5	5	8327466	2
20220211--4008284504076530849	0	37577	2022-02-11 19:31:15.025	1	1	7295232	4
20220211--3672925552377348260	-1	12898	2022-02-11 13:22:18.422	1	1	2519498	4
20220211--1969226074546019342	1	16322	2022-02-11 10:38:28.582	4	4	773494	4
20220211-5559837046438854672	0	13981	2022-02-11 02:26:48.520	14	3	736006	1
20220211--2823281555733779530	0	17228	2022-02-11 15:23:25.548	1	1	6500952	2
20220211--1472241259407321999	0	15015	2022-02-11 17:50:04.448	5	5	6896467	2
20220211-4742023299407427377	-1	39130	2022-02-11 05:48:43.122	1	1	4809647	1
20220211-3523009431589454306	1	39536	2022-02-11 10:19:47.263	1	1	8837849	4
20220211-1241609679449150556	1	23775	2022-02-11 06:14:36.401	45	3	5115793	3
20220211-2408373699378734038	0	4268	2022-02-11 19:35:10.051	5	5	808333	2
20220211--1296674736868429688	1	2263	2022-02-11 09:26:01.635	4	4	4649364	2
20220211-849728087349487558	0	37315	2022-02-11 16:33:20.442	5	5	743515	4
20220211--6860837171500654664	0	8462	2022-02-11 08:44:51.055	1	1	6032685	3
20220211-3698531691285701507	0	30043	2022-02-11 04:09:49.078	1	1	1407760	1
20220211-3884075249490927350	0	16042	2022-02-11 08:13:56.368	2	2	6985022	3
20220211--2993653400634489691	0	12900	2022-02-11 21:25:51.110	4	4	1317344	4
20220211--6812765306703307504	0	25147	2022-02-11 07:10:19.184	4	4	719807	1
20220211-7617743299153651002	0	39178	2022-02-11 08:49:55.903	2	2	7556236	1
20220211--2638716007773681573	-1	10700	2022-02-11 23:59:40.197	1	1	4185862	1
20220211-4094122537789134742	0	12648	2022-02-11 10:56:55.362	5	5	5978163	3
20220211--9122444944688551570	-1	23814	2022-02-11 09:50:01.894	1	1	4923930	4
20220211-8264418124962770912	0	25107	2022-02-11 23:56:35.249	1	1	5029846	1
20220211-1545568083029961074	0	21580	2022-02-11 02:51:40.982	2	2	6395609	1
20220211-3374642663416099289	1	37082	2022-02-11 00:39:12.068	1	1	9792186	4
20220211--8486028013082489094	-1	6949	2022-02-11 01:55:35.457	4	4	2784592	3
20220211--588381046355844204	1	12576	2022-02-11 01:27:04.155	63	3	1495646	1
20220211--1704098262797083611	0	35163	2022-02-11 05:59:08.821	2	2	78037	2
20220211--8567960555248468955	-1	18195	2022-02-11 22:15:58.168	4	4	119235	1
20220211-3668470353911193967	1	14043	2022-02-11 12:48:49.754	5	5	4450297	1
20220211--6163669002232405085	-1	1758	2022-02-11 07:51:50.230	96	3	1604958	2
20220211--7473035385374182977	-1	9217	2022-02-11 08:58:56.926	4	4	4384219	2
20220211-1175056468144633742	0	13585	2022-02-11 10:40:07.603	2	2	5820511	1
20220211--7410806192735358314	-1	16157	2022-02-11 13:31:05.326	4	4	8388238	3
20220211--5807067546825915922	1	31540	2022-02-11 15:17:57.048	63	3	5843745	1
20220211-791509076722557549	0	254	2022-02-11 19:31:12.578	1	1	5063923	1
20220211-1334587291548976786	0	30856	2022-02-11 10:46:50.014	38	3	1157877	3
20220211--2978303812981081307	1	22577	2022-02-11 16:00:01.586	5	5	1281687	1
20220211-4866852159133549471	1	17794	2022-02-11 02:44:47.888	4	4	9425838	3
20220211--6834293383546980949	1	15555	2022-02-11 04:22:14.062	4	4	6848129	4
20220211-5790372867836584473	0	18803	2022-02-11 21:58:55.401	5	5	9188995	4
20220211--8956225733253003100	1	28303	2022-02-11 02:14:07.299	1	1	1571976	4
20220211--4118633010351758423	0	26303	2022-02-11 16:48:30.876	1	1	3812489	4
20220211-5635829655974423969	0	16562	2022-02-11 04:37:05.419	1	1	633100	3
20220211--451554270178582325	-1	21361	2022-02-11 07:47:05.657	1	1	3656322	1
20220211--6289860476255063588	1	15667	2022-02-11 20:11:28.994	1	1	2692340	2
20220211--924220145445421485	-1	20064	2022-02-11 20:34:58.599	73	3	9906487	1
20220211-6284803210699303594	-1	20276	2022-02-11 00:48:11.217	2	2	6756934	1
20220211-4412698131548712964	0	34424	2022-02-11 19:50:15.587	84	3	1109229	4
20220211--559250594912880399	-1	8448	2022-02-11 12:35:07.574	2	2	7981594	4
20220211--530323826485790795	0	27810	2022-02-11 11:59:35.808	4	4	7981513	4
20220211--5601964039946394337	-1	36903	2022-02-11 09:03:11.886	65	3	2308885	2
20220211--4328237729514586670	-1	31737	2022-02-11 03:25:37.904	1	1	3920172	1
20220211--4380989738854975117	0	18864	2022-02-11 06:41:01.233	4	4	446803	2
20220211-466841021807669027	0	37799	2022-02-11 19:06:50.112	5	5	4719986	3
20220211--6298672993967231770	0	12503	2022-02-11 23:49:17.985	1	1	7353976	1
20220211-7373208273639559756	-1	27737	2022-02-11 19:21:54.425	24	3	6357432	2
20220211--6347500591033410616	-1	24350	2022-02-11 09:37:54.309	42	3	6101480	2
20220211--8879336986064391228	0	26082	2022-02-11 17:02:54.165	64	3	935571	4
20220211--5187150968441590339	-1	32077	2022-02-11 16:50:20.432	5	5	916689	3
20220211-4790066103389575325	1	33977	2022-02-11 07:40:34.304	18	3	6920866	3
20220211--7999261264985542995	0	33605	2022-02-11 08:09:51.244	62	3	8897370	1
20220211--6552796032075030142	0	2966	2022-02-11 23:45:42.771	5	5	5031557	4
20220211-4121945139870685500	1	32843	2022-02-11 02:44:15.356	2	2	4370621	1
20220211-175828211232519247	-1	22024	2022-02-11 19:32:49.754	2	2	3577866	1
20220211-946758539223570075	1	8497	2022-02-11 17:26:35.667	4	4	136182	2
20220211-6768353034474910743	0	14587	2022-02-11 19:35:19.944	13	3	3546764	4
20220211--1564256842281680663	1	22631	2022-02-11 17:08:14.648	5	5	4514125	1
