transId	transStatus	userId	transactionTime	appId	transType	amount	pmcId
20220109--6426364521635112942	0	16709	2022-01-09 00:37:24.104	87	3	2266807	2
20220109--4949636134868820148	0	16237	2022-01-09 13:37:59.955	53	3	9014105	2
20220109--2656422762877043200	0	2848	2022-01-09 10:45:26.897	64	3	8619006	1
20220109--2939625860295887369	-1	6242	2022-01-09 23:37:42.733	1	1	790334	2
20220109-222432326905360661	1	8023	2022-01-09 07:11:43.584	1	1	5817885	3
20220109-2709071700127997705	0	4355	2022-01-09 06:30:30.693	17	3	4553873	2
20220109-8676881969294555519	0	22868	2022-01-09 03:42:36.640	5	5	9671341	4
20220109-5695794962380511459	0	8886	2022-01-09 05:57:41.352	1	1	7427521	1
20220109-7859677205917003621	0	9130	2022-01-09 20:09:37.124	5	5	1629473	2
20220109-4981556770836095470	-1	36852	2022-01-09 05:27:26.738	1	1	3425700	1
20220109-1488307891795490907	0	21986	2022-01-09 16:59:00.578	89	3	413976	1
20220109-1348693355910389155	0	25544	2022-01-09 17:38:56.980	5	5	3852699	3
20220109-6965573793625222029	-1	1275	2022-01-09 15:03:37.621	2	2	3664304	3
20220109--7221284846259892109	0	30107	2022-01-09 05:20:15.523	98	3	7294996	2
20220109--8596967488460104043	1	25151	2022-01-09 13:26:37.318	4	4	9885076	3
20220109--6266847532998632409	0	17579	2022-01-09 19:38:38.969	5	5	9737878	4
20220109--2344004298212299212	0	34765	2022-01-09 15:25:57.352	2	2	2780595	1
20220109--4878669041943392312	0	39232	2022-01-09 22:37:34.967	12	3	2197978	1
20220109-2814249703104896978	-1	5830	2022-01-09 04:38:06.122	2	2	7696658	2
20220109--8220155728157088956	0	2475	2022-01-09 12:18:31.474	1	1	3930358	4
20220109-8305479667681524977	-1	17061	2022-01-09 23:30:55.585	1	1	7427723	4
20220109--5240935133778914872	-1	29319	2022-01-09 22:21:42.171	5	5	6935714	1
20220109--7113733091204823826	-1	35280	2022-01-09 22:23:35.728	5	5	3383923	3
20220109--7806627705764366784	-1	7357	2022-01-09 16:56:04.653	4	4	4744682	2
20220109--8684409053670463702	-1	31023	2022-01-09 16:59:46.489	1	1	7053105	3
20220109-8864158745107210521	1	20204	2022-01-09 23:12:25.879	56	3	3725248	3
20220109-834469021157091363	0	22393	2022-01-09 17:34:08.262	5	5	4626201	2
20220109-4304810390620285698	-1	3833	2022-01-09 05:34:30.468	15	3	9882831	1
20220109--4120871380604118834	-1	1069	2022-01-09 06:50:39.849	1	1	6429337	4
20220109-8920520871401517824	0	6244	2022-01-09 16:35:46.338	4	4	9055289	1
20220109-844776912907308951	0	19409	2022-01-09 21:13:48.622	4	4	7715920	3
20220109--139321734563611256	1	20211	2022-01-09 07:18:06.894	4	4	1915179	3
20220109-4647892658085187231	-1	4426	2022-01-09 07:51:56.775	92	3	4869490	1
20220109--6290280318371344958	-1	39195	2022-01-09 01:14:27.897	1	1	6525646	4
20220109-9012735710876721247	0	16333	2022-01-09 07:01:45.696	83	3	932962	2
20220109-5598937345397446893	-1	26539	2022-01-09 04:07:30.132	21	3	8510831	3
20220109-7603167290660090617	-1	25397	2022-01-09 21:15:01.244	1	1	2165336	1
20220109-7364973044817069466	-1	2606	2022-01-09 17:53:12.942	2	2	8430280	2
20220109--506368149982863753	1	32879	2022-01-09 18:31:44.166	5	5	4917338	4
20220109--3360779950912623848	0	2761	2022-01-09 07:47:59.006	2	2	7461802	4
20220109--2042405867222198641	1	4487	2022-01-09 13:14:15.952	2	2	4548072	1
20220109-5890392485460518597	1	17574	2022-01-09 09:33:27.503	5	5	4163650	4
20220109-966339901805527292	1	39574	2022-01-09 19:17:11.253	4	4	3471399	1
20220109-789089700838776652	1	19571	2022-01-09 03:53:28.488	4	4	9564297	4
20220109-1234823696749585204	1	648	2022-01-09 23:34:35.253	5	5	8052083	1
20220109--2190575213818927452	-1	25869	2022-01-09 03:26:02.519	1	1	5488653	2
